"System_Dt","Policy_No","Fund_ID","ISIN","SEDOL","Citi_Code","Fund_Name","Asset_Status_ID","Asset_Status","Fund_Curr_ID","Fund_Curr","Initial_Unit_Holding","Accumulation_Unit_Holding","Fund_Unit_Holding","First_Purchase_Dt","Last_Purchase_Dt","Initial_Price","Accumulation_Price","Nominal_Price","Price_Dt","Investment_Currency_Val","Policy_Currency_Val","Exchange_Rate","Bookcost","Policy_Currency_Book_Cost","Investment_Accrued_Interest","Policy_Accrued_Interest"
"2023-10-30","PM10014838","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","962.000000","2022-01-11","2022-01-14","","","37.2650000000","2023-10-30","35848.930000","35848.930000","1.00000","38896.190000","38896.190000000","0.000000","0.000000"
"2023-10-30","PM10014838","","LU1459801947","BYWK760","","UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP","2","Active","8","GBP","","","1550.000000","2022-01-11","2022-01-13","","","13.8675000000","2023-10-30","21494.630000","21494.630000","1.00000","23353.830000","23353.830000000","0.000000","0.000000"
"2023-10-30","PM10015056","","LU1459801947","BYWK760","","UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP","2","Active","8","GBP","","","1158.000000","2021-12-10","2021-12-14","","","13.8675000000","2023-10-30","16058.570000","16058.570000","1.00000","17567.840000","17567.840000000","0.000000","0.000000"
"2023-10-30","PM10015056","","LU2502369130","9782845","","Morgan Stanley Global Quality Z GBP","2","Active","8","GBP","","","887.522000","2023-03-13","2023-03-16","","","25.2200000000","2023-10-30","22383.300000","22383.300000","1.00000","21815.290000","21815.290000000","0.000000","0.000000"
"2023-10-30","PM10015056","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","8442.860000","2021-12-10","2021-12-15","","","2.3460000000","2023-10-30","19806.950000","19806.950000","1.00000","19156.850000","19156.850000000","0.000000","0.000000"
"2023-10-30","PM10015056","","IE00BD0NCL49","BD0NCL4","","iShares Developed World Index Fund D Acc","2","Active","8","GBP","","","1456.230000","2021-12-13","2021-12-16","","","17.1070000000","2023-10-30","24911.730000","24911.730000","1.00000","25671.670000","25671.670000000","0.000000","0.000000"
"2023-10-30","PM10015056","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","618.000000","2021-12-10","2021-12-14","","","37.2650000000","2023-10-30","23029.770000","23029.770000","1.00000","26299.480000","26299.480000000","0.000000","0.000000"
"2023-10-30","PM10015056","","IE00BL25JM42","BRCJ8L0","","xTrackers MSCI World Value UCITS ETF GBP","2","Active","8","GBP","","","702.000000","2021-12-10","2021-12-15","","","30.2750000000","2023-10-30","21253.050000","21253.050000","1.00000","20134.280000","20134.280000000","0.000000","0.000000"
"2023-10-30","PM10015056","","LU1861138961","BKTHWG1","","Amundi Index MSCI Emerging Markets ETF GBP","2","Active","8","GBP","","","347.000000","2023-03-16","2023-03-16","","","39.9400000000","2023-10-30","13859.180000","13859.180000","1.00000","14533.750000","14533.750000000","0.000000","0.000000"
"2023-10-30","PM10015056","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","1425.405000","2022-11-29","2023-03-09","","","10.7121000000","2023-10-30","15269.080000","15269.080000","1.00000","22905.880000","22905.880000000","0.000000","0.000000"
"2023-10-30","PM10015056","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","101.780000","2021-12-10","2023-03-08","","","138.8204000000","2023-10-30","14129.140000","14129.140000","1.00000","16517.320000","16517.320000000","0.000000","0.000000"
"2023-10-30","PM10015157","","LU1900068328","BJ32FJ9","","Lyxor MSCI AC Asia-Pacific ex-Japan UCITS ETF GBP","2","Active","8","GBP","","","1496.000000","2023-08-25","2023-08-30","","","48.7675000000","2023-10-30","72956.180000","72956.180000","1.00000","73601.190000","73601.190000000","0.000000","0.000000"
"2023-10-30","PM10015157","","IE00BKX55S42","BKXH1S2","","Vanguard FTSE Developed Europe ex UK UCITS ETF Dist GBP LN","2","Active","8","GBP","","","3582.000000","2023-08-29","2023-09-04","","","29.2075000000","2023-10-30","104621.270000","104621.270000","1.00000","110432.660000","110432.660000000","0.000000","0.000000"
"2023-10-30","PM10015157","","IE00B8KQFS66","B8KQFS6","","iShares Global High Yield Corp Bond GBP Hedged Ucits ETF","2","Active","8","GBP","","","300.000000","2023-08-29","2023-08-31","","","81.9600000000","2023-10-30","24588.000000","24588.000000","1.00000","25714.980000","25714.980000000","0.000000","0.000000"
"2023-10-30","PM10015157","","IE00B4L5Y983","B4L60Z9","","iShares Core MSCI World UCITS ETF USD (Acc) GBP LN","2","Active","8","GBP","","","1679.000000","2023-08-25","2023-08-30","","","64.6100000000","2023-10-30","108480.190000","108480.190000","1.00000","110422.390000","110422.390000000","0.000000","0.000000"
"2023-10-30","PM10015157","","","DP06316","","DP06316 Lloyds Bank 1 Year Fixed GBP 6.22% 02/09/2024 PM10015157","2","Active","8","GBP","","","46114.000000","2023-08-30","","","","1.0000000000","2023-10-30","46599.900000","46599.900000","1.00000","46114.000000","46114.000000000","485.900000","485.900000"
"2023-10-30","PM10015157","","","DP06317","","DP06317 Skipton International 30 day notice base rate tracker GBP PM10015157","2","Active","8","GBP","","","46114.000000","2023-08-30","","","","1.0000000000","2023-10-30","46114.000000","46114.000000","1.00000","46114.000000","46114.000000000","0.000000","0.000000"
"2023-10-30","PM10015157","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","259.680000","2021-11-24","2023-08-25","","","138.8204000000","2023-10-30","36048.880000","36048.880000","1.00000","38636.000000","38636.000000000","0.000000","0.000000"
"2023-10-30","PM10015331","","IE00BD0NCL49","BD0NCL4","","iShares Developed World Index Fund D Acc","2","Active","8","GBP","","","6571.990000","2021-12-23","2022-01-04","","","17.1070000000","2023-10-30","112427.030000","112427.030000","1.00000","115939.180000","115939.180000000","0.000000","0.000000"
"2023-10-30","PM10015331","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","46227.750000","2021-12-22","2021-12-29","","","2.3460000000","2023-10-30","108450.300000","108450.300000","1.00000","105399.260000","105399.260000000","0.000000","0.000000"
"2023-10-30","PM10015331","","LU1053186349","BMH4M80","KM5J","Fundsmith Equity Feeder I Acc GBP","2","Active","8","GBP","","","3718.000000","2021-12-23","2021-12-30","","","36.1597000000","2023-10-30","134441.760000","134441.760000","1.00000","147558.960000","147558.960000000","0.000000","0.000000"
"2023-10-30","PM10015331","","IE00BD0NC474","BD0NC47","","iShares UK Credit Bond Index Fund (IE) D Acc GBP","2","Active","8","GBP","","","13642.150000","2021-12-23","2022-01-04","","","9.5760000000","2023-10-30","130637.230000","130637.230000","1.00000","158098.890000","158098.890000000","0.000000","0.000000"
"2023-10-30","PM10015331","","IE00B9M1BB17","B9M1BB1","","Vanguard UK Short-Term Investment Grade Bond Index Fund GBP","2","Active","8","GBP","","","1085.550000","2021-12-23","2021-12-30","","","111.6288000000","2023-10-30","121178.640000","121178.640000","1.00000","126479.110000","126479.110000000","0.000000","0.000000"
"2023-10-30","PM10015331","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","3195.505000","2022-11-29","2022-11-29","","","10.7121000000","2023-10-30","34230.570000","34230.570000","1.00000","52699.630000","52699.630000000","0.000000","0.000000"
"2023-10-30","PM10015331","","LU1459801947","BYWK760","","UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP","2","Active","8","GBP","","","10433.000000","2021-12-22","2021-12-24","","","13.8675000000","2023-10-30","144679.630000","144679.630000","1.00000","158086.610000","158086.610000000","0.000000","0.000000"
"2023-10-30","PM10015331","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","969.700000","2021-12-23","2021-12-29","","","138.8204000000","2023-10-30","134614.140000","134614.140000","1.00000","158098.890000","158098.890000000","0.000000","0.000000"
"2023-10-30","PM10015342","","IE00BKX55S42","BKXH1S2","","Vanguard FTSE Developed Europe ex UK UCITS ETF Dist GBP LN","2","Active","8","GBP","","","546.000000","2023-08-25","2023-08-30","","","29.2075000000","2023-10-30","15947.300000","15947.300000","1.00000","16640.970000","16640.970000000","0.000000","0.000000"
"2023-10-30","PM10015342","","LU1900068328","BJ32FJ9","","Lyxor MSCI AC Asia-Pacific ex-Japan UCITS ETF GBP","2","Active","8","GBP","","","220.000000","2023-08-29","2023-09-04","","","48.7675000000","2023-10-30","10728.850000","10728.850000","1.00000","11096.580000","11096.580000000","0.000000","0.000000"
"2023-10-30","PM10015342","","","DP06311","","DP06311 Lloyds Bank 1 Year Fixed GBP 6.22% 30/08/2024 PM10015342","2","Active","8","GBP","","","11500.000000","2023-08-30","","","","1.0000000000","2023-10-30","11621.180000","11621.180000","1.00000","11500.000000","11500.000000000","121.180000","121.180000"
"2023-10-30","PM10015342","","IE00B4L5Y983","B4L60Z9","","iShares Core MSCI World UCITS ETF USD (Acc) GBP LN","2","Active","8","GBP","","","403.000000","2023-08-18","2023-08-22","","","64.6100000000","2023-10-30","26037.830000","26037.830000","1.00000","26065.150000","26065.150000000","0.000000","0.000000"
"2023-10-30","PM10015346","","IE00BK5BQY34","BJSBDM0","","Vanguard FTSE Developed Europe ex UK UCITS ETF","2","Active","16","USD","","","6168.000000","2023-03-23","2023-03-28","","","39.7050000000","2023-10-30","244900.440000","244900.440000","1.00000","254950.740000","254950.740000000","0.000000","0.000000"
"2023-10-30","PM10015346","","IE00B04GQX83","B04GQX8","","Vanguard U.S. Investment Grade Credit Index Fund USD A","2","Active","16","USD","","","2261.670000","2023-03-21","2023-03-23","","","186.3760000000","2023-10-30","421521.010000","421521.010000","1.00000","437120.000000","437120.000000000","0.000000","0.000000"
"2023-10-30","PM10015346","","LU1861138961","BKTHWF0","","Amundi Index MSCI Emerging Markets ETF USD","2","Active","16","USD","","","4522.000000","2023-03-14","2023-03-14","","","48.5150000000","2023-10-30","219384.830000","219384.830000","1.00000","197941.710000","197941.710000000","0.000000","0.000000"
"2023-10-30","PM10015346","","LU0955011258","BCDPBM4","","Morgan Stanley Investment Funds Global Quality Fund Z","2","Active","16","USD","","","7906.733000","2022-10-25","2022-10-28","","","54.5000000000","2023-10-30","430916.950000","430916.950000","1.00000","392332.090000","392332.090000000","0.000000","0.000000"
"2023-10-30","PM10015346","","IE00BL25JM42","BYW4SW5","","Xtrackers MSCI World Value UCITS ETF USD","2","Active","16","USD","","","11557.000000","2021-11-11","2021-11-16","","","36.8550000000","2023-10-30","425933.240000","425933.240000","1.00000","443392.480000","443392.480000000","0.000000","0.000000"
"2023-10-30","PM10015346","","LU2530218614","BQPB311","","Aberdeen Standard SICAV II - Global Smaller Companies Fund USD","2","Active","16","USD","","","25957.710000","2022-11-29","2022-11-29","","","9.6033000000","2023-10-30","249279.680000","249279.680000","1.00000","385480.110000","385480.110000000","0.000000","0.000000"
"2023-10-30","PM10015346","","LU1811365029","BFNBJ18","","iShares Emerging Markets Government Bond Index Class D2 USD","2","Active","16","USD","","","2926.710000","2023-03-21","2023-03-24","","","99.0800000000","2023-10-30","289978.430000","289978.430000","1.00000","291413.000000","291413.000000000","0.000000","0.000000"
"2023-10-30","PM10015346","","LU0605515963","B4QNKH7","","Fidelity Funds Global Dividend Y Acc USD","2","Active","16","USD","","","14475.630000","2021-11-18","2021-11-23","","","24.7800000000","2023-10-30","358706.110000","358706.110000","1.00000","375497.850000","375497.850000000","0.000000","0.000000"
"2023-10-30","PM10015346","","IE00BL25JP72","BYW4SY7","","Xtrackers MSCI World Momentum UCITS ETF 1C USD","2","Active","16","USD","","","7803.000000","2021-11-12","2021-11-18","","","45.3050000000","2023-10-30","353514.920000","353514.920000","1.00000","450632.640000","450632.640000000","0.000000","0.000000"
"2023-10-30","PM10015346","","LU1861138961","BKTHWG1","","Amundi Index MSCI Emerging Markets ETF GBP","2","Active","8","GBP","","","264.000000","2023-03-20","2023-03-23","","","39.9400000000","2023-10-30","10544.160000","12814.320000","1.21530","10766.780000","13084.870000000","0.000000","0.000000"
"2023-10-30","PM10015346","","IE00BYXYYP94","BYXYYP9","","iShares USD Short Duration Corp Bond UCITS ETF A","2","Active","16","USD","","","80745.000000","2023-03-21","2023-03-23","","","5.4800000000","2023-10-30","442482.600000","442482.600000","1.00000","437114.860000","437114.860000000","0.000000","0.000000"
"2023-10-30","PM10015353","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","6494.230000","2023-04-21","2023-04-26","","","2.3460000000","2023-10-30","15235.460000","15235.460000","1.00000","15690.070000","15690.070000000","0.000000","0.000000"
"2023-10-30","PM10015353","","IE00BL25JM42","BRCJ8L0","","xTrackers MSCI World Value UCITS ETF GBP","2","Active","8","GBP","","","518.000000","2023-04-21","2023-05-02","","","30.2750000000","2023-10-30","15682.450000","15682.450000","1.00000","15660.260000","15660.260000000","0.000000","0.000000"
"2023-10-30","PM10015353","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","121.650000","2023-04-21","2023-04-25","","","138.8204000000","2023-10-30","16887.500000","16887.500000","1.00000","17433.410000","17433.410000000","0.000000","0.000000"
"2023-10-30","PM10015353","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","724.195000","2023-04-21","2023-04-26","","","10.7121000000","2023-10-30","7757.650000","7757.650000","1.00000","8716.700000","8716.700000000","0.000000","0.000000"
"2023-10-30","PM10015353","","IE00B95W7137","B95W713","","Vanguard UK Short-Term Investment Grade Bond Index Fund","2","Active","8","GBP","","","222.740000","2023-04-21","2023-04-25","","","94.4660000000","2023-10-30","21041.360000","21041.360000","1.00000","20920.090000","20920.090000000","0.000000","0.000000"
"2023-10-30","PM10015353","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","319.000000","2023-04-21","2023-04-26","","","37.2650000000","2023-10-30","11887.540000","11887.540000","1.00000","12178.530000","12178.530000000","0.000000","0.000000"
"2023-10-30","PM10015353","","IE0005042456","0504245","BV59","iShares Core FTSE 100 UCITS ETF GBP (Dist) GBP LN","2","Active","8","GBP","","","2017.000000","2023-04-21","2023-04-25","","","7.1590000000","2023-10-30","14439.700000","14439.700000","1.00000","15683.650000","15683.650000000","0.000000","0.000000"
"2023-10-30","PM10015353","","IE00BD0NC474","BD0NC47","","iShares UK Credit Bond Index Fund (IE) D Acc GBP","2","Active","8","GBP","","","1798.740000","2023-04-24","2023-04-27","","","9.5760000000","2023-10-30","17224.730000","17224.730000","1.00000","17433.410000","17433.410000000","0.000000","0.000000"
"2023-10-30","PM10015353","","LU1861138961","BKTHWG1","","Amundi Index MSCI Emerging Markets ETF GBP","2","Active","8","GBP","","","207.000000","2023-04-21","2023-04-25","","","39.9400000000","2023-10-30","8267.580000","8267.580000","1.00000","8715.570000","8715.570000000","0.000000","0.000000"
"2023-10-30","PM10015353","","LU2502369130","9782845","","Morgan Stanley Global Quality Z GBP","2","Active","8","GBP","","","668.715000","2023-04-21","2023-04-26","","","25.2200000000","2023-10-30","16864.990000","16864.990000","1.00000","17433.410000","17433.410000000","0.000000","0.000000"
"2023-10-30","PM10015353","","IE00B579F325","B4PYKC6","","Invesco Physical Gold ETC GBP LN","2","Active","8","GBP","","","56.000000","2023-04-21","2023-04-25","","","158.9550000000","2023-10-30","8901.480000","8901.480000","1.00000","8709.420000","8709.420000000","0.000000","0.000000"
"2023-10-30","PM10015502","","LU2502369130","9782845","","Morgan Stanley Global Quality Z GBP","2","Active","8","GBP","","","667.445000","2023-07-10","2023-07-13","","","25.2200000000","2023-10-30","16832.960000","16832.960000","1.00000","17306.840000","17306.840000000","0.000000","0.000000"
"2023-10-30","PM10015502","","IE00B4L5Y983","B4L60Z9","","iShares Core MSCI World UCITS ETF USD (Acc) GBP LN","2","Active","8","GBP","","","221.000000","2023-07-10","2023-07-12","","","64.6100000000","2023-10-30","14278.810000","14278.810000","1.00000","14369.430000","14369.430000000","0.000000","0.000000"
"2023-10-30","PM10015502","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","510.000000","2021-12-24","2021-12-30","","","37.2650000000","2023-10-30","19005.150000","19005.150000","1.00000","21472.760000","21472.760000000","0.000000","0.000000"
"2023-10-30","PM10015502","","IE00BD0NCL49","BD0NCL4","","iShares Developed World Index Fund D Acc","2","Active","8","GBP","","","1213.000000","2021-12-30","2022-01-06","","","17.1070000000","2023-10-30","20750.790000","20750.790000","1.00000","21468.810000","21468.810000000","0.000000","0.000000"
"2023-10-30","PM10015502","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","6718.640000","2021-12-24","2021-12-29","","","2.3460000000","2023-10-30","15761.930000","15761.930000","1.00000","15372.260000","15372.260000000","0.000000","0.000000"
"2023-10-30","PM10015502","","IE00BL25JM42","BRCJ8L0","","xTrackers MSCI World Value UCITS ETF GBP","2","Active","8","GBP","","","586.000000","2021-12-24","2021-12-30","","","30.2750000000","2023-10-30","17741.150000","17741.150000","1.00000","16979.750000","16979.750000000","0.000000","0.000000"
"2023-10-30","PM10015502","","LU1459801947","BYWK760","","UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP","2","Active","8","GBP","","","944.000000","2021-12-24","2021-12-30","","","13.8675000000","2023-10-30","13090.920000","13090.920000","1.00000","14339.390000","14339.390000000","0.000000","0.000000"
"2023-10-30","PM10015502","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","78.200000","2021-12-28","2021-12-30","","","138.8204000000","2023-10-30","10855.760000","10855.760000","1.00000","12757.300000","12757.300000000","0.000000","0.000000"
"2023-10-30","PM10015638","","IE00BD0NC474","BD0NC47","","iShares UK Credit Bond Index Fund (IE) D Acc GBP","2","Active","8","GBP","","","4925.940000","2021-06-09","2021-06-14","","","9.5760000000","2023-10-30","47170.800000","47170.800000","1.00000","57140.960000","57140.960000000","0.000000","0.000000"
"2023-10-30","PM10015638","","XS2183935605","BLF0JQ0","","Invesco Physical Gold GBP Hedged ETC","2","Active","8","GBP","","","497.000000","2021-06-09","2021-06-11","","","44.7750000000","2023-10-30","22253.180000","22253.180000","1.00000","21945.080000","21945.080000000","0.000000","0.000000"
"2023-10-30","PM10015638","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","24624.420000","2021-06-09","2021-06-14","","","2.3460000000","2023-10-30","57768.890000","57768.890000","1.00000","52745.500000","52745.500000000","0.000000","0.000000"
"2023-10-30","PM10015638","","LU1053186349","BMH4M80","KM5J","Fundsmith Equity Feeder I Acc GBP","2","Active","8","GBP","","","1731.660000","2021-06-09","2021-06-15","","","36.1597000000","2023-10-30","62616.310000","62616.310000","1.00000","61536.420000","61536.420000000","0.000000","0.000000"
"2023-10-30","PM10015638","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","242.580000","2021-06-09","2021-06-11","","","138.8204000000","2023-10-30","33675.050000","33675.050000","1.00000","39559.130000","39559.130000000","0.000000","0.000000"
"2023-10-30","PM10015638","","IE00BL25JM42","BRCJ8L0","","xTrackers MSCI World Value UCITS ETF GBP","2","Active","8","GBP","","","1910.000000","2021-06-09","2021-06-15","","","30.2750000000","2023-10-30","57825.250000","57825.250000","1.00000","52742.180000","52742.180000000","0.000000","0.000000"
"2023-10-30","PM10015638","","LU1459801947","BYWK760","","UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP","2","Active","8","GBP","","","2970.000000","2021-06-09","2021-06-14","","","13.8675000000","2023-10-30","41186.480000","41186.480000","1.00000","43949.460000","43949.460000000","0.000000","0.000000"
"2023-10-30","PM10015638","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","1648.000000","2021-06-08","2021-06-14","","","37.2650000000","2023-10-30","61412.720000","61412.720000","1.00000","61534.380000","61534.380000000","0.000000","0.000000"
"2023-10-30","PM10015638","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","2391.517000","2022-11-29","2022-11-29","","","10.7121000000","2023-10-30","25618.170000","25618.170000","1.00000","35163.670000","35163.670000000","0.000000","0.000000"
"2023-10-30","PM10015674","","IE00BD0NCL49","BD0NCL4","","iShares Developed World Index Fund D Acc","2","Active","8","GBP","","","1295.960000","2021-12-29","2022-01-05","","","17.1070000000","2023-10-30","22169.990000","22169.990000","1.00000","23001.780000","23001.780000000","0.000000","0.000000"
"2023-10-30","PM10015674","","LU1053186349","BMH4M80","KM5J","Fundsmith Equity Feeder I Acc GBP","2","Active","8","GBP","","","737.630000","2021-12-23","2021-12-30","","","36.1597000000","2023-10-30","26672.480000","26672.480000","1.00000","29274.990000","29274.990000000","0.000000","0.000000"
"2023-10-30","PM10015674","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","633.973000","2022-11-29","2022-11-29","","","10.7121000000","2023-10-30","6791.180000","6791.180000","1.00000","10455.360000","10455.360000000","0.000000","0.000000"
"2023-10-30","PM10015674","","IE00BD0NC474","BD0NC47","","iShares UK Credit Bond Index Fund (IE) D Acc GBP","2","Active","8","GBP","","","2718.270000","2021-12-29","2022-01-05","","","9.5760000000","2023-10-30","26030.150000","26030.150000","1.00000","31366.070000","31366.070000000","0.000000","0.000000"
"2023-10-30","PM10015674","","LU1459801947","BYWK760","","UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP","2","Active","8","GBP","","","1790.000000","2021-12-23","2021-12-29","","","13.8675000000","2023-10-30","24822.830000","24822.830000","1.00000","27183.760000","27183.760000000","0.000000","0.000000"
"2023-10-30","PM10015674","","XS2183935605","BLF0JQ0","","Invesco Physical Gold GBP Hedged ETC","2","Active","8","GBP","","","348.000000","2021-12-23","2021-12-30","","","44.7750000000","2023-10-30","15581.700000","15581.700000","1.00000","14615.660000","14615.660000000","0.000000","0.000000"
"2023-10-30","PM10015674","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","9131.310000","2021-12-23","2021-12-29","","","2.3460000000","2023-10-30","21422.050000","21422.050000","1.00000","20910.710000","20910.710000000","0.000000","0.000000"
"2023-10-30","PM10015674","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","166.730000","2021-12-23","2021-12-29","","","138.8204000000","2023-10-30","23145.530000","23145.530000","1.00000","27183.920000","27183.920000000","0.000000","0.000000"
"2023-10-30","PM10015674","","IE00B9M1BB17","B9M1BB1","","Vanguard UK Short-Term Investment Grade Bond Index Fund GBP","2","Active","8","GBP","","","161.530000","2021-12-23","2021-12-30","","","111.6288000000","2023-10-30","18031.400000","18031.400000","1.00000","18819.640000","18819.640000000","0.000000","0.000000"
"2023-10-30","PM10015951","","IE00BD0NC474","BD0NC47","","iShares UK Credit Bond Index Fund (IE) D Acc GBP","2","Active","8","GBP","","","8520.750000","2022-01-18","2022-01-21","","","9.5760000000","2023-10-30","81594.700000","81594.700000","1.00000","97119.500000","97119.500000000","0.000000","0.000000"
"2023-10-30","PM10015951","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","39130.850000","2022-01-17","2022-01-20","","","2.3460000000","2023-10-30","91800.970000","91800.970000","1.00000","89648.770000","89648.770000000","0.000000","0.000000"
"2023-10-30","PM10015951","","LU1459801947","BYWK760","","UBS Bloomberg Barclays TIPS 1-10 UCITS ETF GBP","2","Active","8","GBP","","","4974.000000","2022-01-17","2022-01-19","","","13.8675000000","2023-10-30","68976.950000","68976.950000","1.00000","74698.590000","74698.590000000","0.000000","0.000000"
"2023-10-30","PM10015951","","IE00BL25JM42","BRCJ8L0","","xTrackers MSCI World Value UCITS ETF GBP","2","Active","8","GBP","","","2974.000000","2022-01-17","2022-01-19","","","30.2750000000","2023-10-30","90037.850000","90037.850000","1.00000","89628.710000","89628.710000000","0.000000","0.000000"
"2023-10-30","PM10015951","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","4048.957000","2022-11-29","2022-11-29","","","10.7121000000","2023-10-30","43372.830000","43372.830000","1.00000","59765.840000","59765.840000000","0.000000","0.000000"
"2023-10-30","PM10015951","","LU1053186349","BMH4M80","KM5J","Fundsmith Equity Feeder I Acc GBP","2","Active","8","GBP","","","2817.240000","2022-01-17","2022-01-21","","","36.1597000000","2023-10-30","101870.550000","101870.550000","1.00000","104590.230000","104590.230000000","0.000000","0.000000"
"2023-10-30","PM10015951","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","2622.000000","2022-01-17","2022-01-21","","","37.2650000000","2023-10-30","97708.830000","97708.830000","1.00000","104584.120000","104584.120000000","0.000000","0.000000"
"2023-10-30","PM10015951","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","653.100000","2022-01-18","2022-01-20","","","138.8204000000","2023-10-30","90663.600000","90663.600000","1.00000","104590.230000","104590.230000000","0.000000","0.000000"
"2023-10-30","PM10016925","","IE00BL25JP72","BRCJ8M1","","Xtrackers MSCI World Momentum UCITS ETF 1C GBP","2","Active","8","GBP","","","1001.000000","2022-03-01","2022-03-03","","","37.2650000000","2023-10-30","37302.270000","37302.270000","1.00000","38125.440000","38125.440000000","0.000000","0.000000"
"2023-10-30","PM10016925","","LU2530218457","BQPB2Z8","","Aberdeen Standard SICAV II - Global Smaller Companies Fund GBP","2","Active","8","GBP","","","2196.306000","2022-11-29","2022-11-29","","","10.7121000000","2023-10-30","23527.050000","23527.050000","1.00000","29351.000000","29351.000000000","0.000000","0.000000"
"2023-10-30","PM10016925","","LU1033663052","BJVDYY2","","Fidelity Global Dividend Fund GBP W Acc ","2","Active","8","GBP","","","14981.900000","2022-03-01","2022-03-04","","","2.3460000000","2023-10-30","35147.540000","35147.540000","1.00000","32286.000000","32286.000000000","0.000000","0.000000"
"2023-10-30","PM10016925","","IE00BL25JM42","BRCJ8L0","","xTrackers MSCI World Value UCITS ETF GBP","2","Active","8","GBP","","","1239.000000","2022-03-01","2022-03-03","","","30.2750000000","2023-10-30","37510.730000","37510.730000","1.00000","35197.420000","35197.420000000","0.000000","0.000000"
"2023-10-30","PM10016925","","IE00B50W2R13","B50W2R1","FPD9","Vanguard Global Bond Index GBP Hedged Acc","2","Active","8","GBP","","","148.990000","2022-03-02","2022-03-04","","","138.8204000000","2023-10-30","20682.850000","20682.850000","1.00000","23481.000000","23481.000000000","0.000000","0.000000"
"2023-10-30","PM10016925","","LU1053186349","BMH4M80","KM5J","Fundsmith Equity Feeder I Acc GBP","2","Active","8","GBP","","","1016.300000","2022-03-02","2022-03-08","","","36.1597000000","2023-10-30","36749.100000","36749.100000","1.00000","35222.000000","35222.000000000","0.000000","0.000000"
