ExtractTime,DatabaseDate,PlanID,PlanNumber,PolicyId,FundCode,FundISINCode,FundDescription,UnitType,UnitsHeld,BidPrice,PriceDate,FundCurrencyISO,FundCurrencyValue,ExchangeRate,ExchangeRateDate,ValuationCurrencyISO,ValuationCurrencyValue
03/10/2023 15:13:24,03/10/2023 06:50:10,617129,Q003922245,16281255,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,I,644.5842,1.259599,29/09/2023,EUR,811.92,1,,EUR,811.92
03/10/2023 15:13:24,03/10/2023 06:50:10,617129,Q003922245,16281255,R16,GB0005228837,R16 CT Select European Equity (GBP),A,288.7475,9.98145,29/09/2023,GBP,2882.12,1.153357,02/10/2023,EUR,3324.11
03/10/2023 15:13:24,03/10/2023 06:50:10,617129,Q003922245,16281255,R16,GB0005228837,R16 CT Select European Equity (GBP),I,226.2707,9.98145,29/09/2023,GBP,2258.51,1.153357,02/10/2023,EUR,2604.87
03/10/2023 15:13:24,03/10/2023 06:50:10,619579,Q500000602,14167312,J84,GB0005609796,J84 Fidelity Sustainable Europe Equity,A,1134.2806,1.550345,29/09/2023,EUR,1758.53,1,,EUR,1758.53
03/10/2023 15:13:24,03/10/2023 06:50:10,619579,Q500000602,14167312,P67,GB00B1FH3L40,P67 Mellon Global Bond,A,5338.5797,0.901636,29/09/2023,USD,4813.46,0.951065,02/10/2023,EUR,4577.91
03/10/2023 15:13:24,03/10/2023 06:50:10,619579,Q500000602,14167312,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,A,1858.7641,1.259599,29/09/2023,EUR,2341.3,1,,EUR,2341.3
03/10/2023 15:13:24,03/10/2023 06:50:10,619579,Q500000602,14167312,R16,GB0005228837,R16 CT Select European Equity (GBP),A,150.7291,9.98145,29/09/2023,GBP,1504.49,1.153357,02/10/2023,EUR,1735.21
03/10/2023 15:13:24,03/10/2023 06:50:10,619579,Q500000602,14167312,R30,IM00B28VQ442,R30 FSSA Asian Equity Plus,A,1155.657,1.655856,29/09/2023,USD,1913.6,0.951065,02/10/2023,EUR,1819.96
03/10/2023 15:13:24,03/10/2023 06:50:10,619659,Q500000732,14164073,J87,GB0008011735,J87 Fidelity Euro Bond Fund,A,5646.3659,1.213174,29/09/2023,EUR,6850.02,1,,EUR,6850.02
03/10/2023 15:13:24,03/10/2023 06:50:10,619659,Q500000732,14164073,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,297.2236,1.213174,29/09/2023,EUR,360.58,1,,EUR,360.58
03/10/2023 15:13:24,03/10/2023 06:50:10,619659,Q500000732,14164073,J96,GB0003178075,J96 abrdn SICAV I Global Innovation Equity (USD),A,10990.0409,0.515345,29/09/2023,USD,5663.66,0.951065,02/10/2023,EUR,5386.51
03/10/2023 15:13:24,03/10/2023 06:50:10,619659,Q500000732,14164073,J96,GB0003178075,J96 abrdn SICAV I Global Innovation Equity (USD),I,580.8854,0.515345,29/09/2023,USD,299.36,0.951065,02/10/2023,EUR,284.71
03/10/2023 15:13:24,03/10/2023 06:50:10,619659,Q500000732,14164073,L46,IM00BQSC0R60,L46 Fidelity Global Dividend,A,5571.0492,1.379711,29/09/2023,USD,7686.44,0.951065,02/10/2023,EUR,7310.3
03/10/2023 15:13:24,03/10/2023 06:50:10,619659,Q500000732,14164073,L46,IM00BQSC0R60,L46 Fidelity Global Dividend,I,293.7226,1.379711,29/09/2023,USD,405.25,0.951065,02/10/2023,EUR,385.42
03/10/2023 15:13:24,03/10/2023 06:50:10,619659,Q500000732,14164073,L87,IM00BMT6LR61,L87 Fundsmith Equity (GBP),A,8763.6944,0.937202,29/09/2023,GBP,8213.35,1.153357,02/10/2023,EUR,9472.92
03/10/2023 15:13:24,03/10/2023 06:50:10,619659,Q500000732,14164073,L87,IM00BMT6LR61,L87 Fundsmith Equity (GBP),I,463.3212,0.937202,29/09/2023,GBP,434.23,1.153357,02/10/2023,EUR,500.82
03/10/2023 15:13:24,03/10/2023 06:50:10,619659,Q500000732,14164073,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,A,5575.6398,1.259599,29/09/2023,EUR,7023.07,1,,EUR,7023.07
03/10/2023 15:13:24,03/10/2023 06:50:10,619659,Q500000732,14164073,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,I,291.5348,1.259599,29/09/2023,EUR,367.22,1,,EUR,367.22
03/10/2023 15:13:24,03/10/2023 06:50:10,620156,Q500001563,14216134,J43,GB0007494338,J43 Ninety One GS Global Multi-Asset Income,A,11245.8558,2.095866,29/09/2023,USD,23569.81,1,,USD,23569.81
03/10/2023 15:13:24,03/10/2023 06:50:10,620156,Q500001563,14216134,P18,GB0030503253,P18 Canaccord Genuity Opportunity (USD),A,7323.6664,3.388686,29/09/2023,USD,24817.61,1,,USD,24817.61
03/10/2023 15:13:24,03/10/2023 06:50:10,620156,Q500001563,14216134,P69,GB00B1FH3T26,P69 BlackRock Sustainable Energy,A,2383.2913,1.199422,29/09/2023,USD,2858.57,1,,USD,2858.57
03/10/2023 15:13:24,03/10/2023 06:50:10,620629,Q500002657,14249327,J74,GB0005679476,J74 Ninety One GS Global Strategic Equity,A,14653.7125,3.56166,29/09/2023,USD,52191.54,0.951065,02/10/2023,EUR,49637.55
03/10/2023 15:13:24,03/10/2023 06:50:10,620629,Q500002657,14249327,J74,GB0005679476,J74 Ninety One GS Global Strategic Equity,I,857.6755,3.56166,29/09/2023,USD,3054.75,0.951065,02/10/2023,EUR,2905.27
03/10/2023 15:13:24,03/10/2023 06:50:10,620629,Q500002657,14249327,J87,GB0008011735,J87 Fidelity Euro Bond Fund,A,55133.2869,1.213174,29/09/2023,EUR,66886.27,1,,EUR,66886.27
03/10/2023 15:13:24,03/10/2023 06:50:10,620629,Q500002657,14249327,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,3226.8164,1.213174,29/09/2023,EUR,3914.69,1,,EUR,3914.69
03/10/2023 15:13:24,03/10/2023 06:50:10,620629,Q500002657,14249327,J96,GB0003178075,J96 abrdn SICAV I Global Innovation Equity (USD),A,138603.008,0.515345,29/09/2023,USD,71428.37,0.951065,02/10/2023,EUR,67933.02
03/10/2023 15:13:24,03/10/2023 06:50:10,620629,Q500002657,14249327,J96,GB0003178075,J96 abrdn SICAV I Global Innovation Equity (USD),I,8113.7244,0.515345,29/09/2023,USD,4181.37,0.951065,02/10/2023,EUR,3976.75
03/10/2023 15:13:24,03/10/2023 06:50:10,620629,Q500002657,14249327,L46,IM00BQSC0R60,L46 Fidelity Global Dividend,A,52238.6444,1.379711,29/09/2023,USD,72074.23,0.951065,02/10/2023,EUR,68547.28
03/10/2023 15:13:24,03/10/2023 06:50:10,620629,Q500002657,14249327,L46,IM00BQSC0R60,L46 Fidelity Global Dividend,I,3057.5136,1.379711,29/09/2023,USD,4218.49,0.951065,02/10/2023,EUR,4012.06
03/10/2023 15:13:24,03/10/2023 06:50:10,620629,Q500002657,14249327,L87,IM00BMT6LR61,L87 Fundsmith Equity (GBP),A,77143.59,0.937202,29/09/2023,GBP,72299.13,1.153357,02/10/2023,EUR,83386.71
03/10/2023 15:13:24,03/10/2023 06:50:10,620629,Q500002657,14249327,L87,IM00BMT6LR61,L87 Fundsmith Equity (GBP),I,4515.5042,0.937202,29/09/2023,GBP,4231.94,1.153357,02/10/2023,EUR,4880.94
03/10/2023 15:13:24,03/10/2023 06:50:10,620763,Q500002891,14251572,L37,IM00BKS8M093,L37 Schroder Global Multi-Asset Income (GBP HDG),A,10808.697,0.840429,29/09/2023,GBP,9083.94,1.153357,02/10/2023,EUR,10477.03
03/10/2023 15:13:24,03/10/2023 06:50:10,620763,Q500002891,14251572,L37,IM00BKS8M093,L37 Schroder Global Multi-Asset Income (GBP HDG),I,7056.1829,0.840429,29/09/2023,GBP,5930.22,1.153357,02/10/2023,EUR,6839.66
03/10/2023 15:13:24,03/10/2023 06:50:10,620763,Q500002891,14251572,M65,GB0007577934,M65 Ninety One GS Sterling Money,A,4808.8178,3.109939,29/09/2023,GBP,14955.13,1.153357,02/10/2023,EUR,17248.6
03/10/2023 15:13:24,03/10/2023 06:50:10,620763,Q500002891,14251572,M65,GB0007577934,M65 Ninety One GS Sterling Money,I,349.0811,3.109939,29/09/2023,GBP,1085.62,1.153357,02/10/2023,EUR,1252.11
03/10/2023 15:13:24,03/10/2023 06:50:10,620763,Q500002891,14251572,P67,GB00B1FH3L40,P67 Mellon Global Bond,A,19469.9989,0.901636,29/09/2023,USD,17554.85,0.951065,02/10/2023,EUR,16695.8
03/10/2023 15:13:24,03/10/2023 06:50:10,620763,Q500002891,14251572,P67,GB00B1FH3L40,P67 Mellon Global Bond,I,4511.7748,0.901636,29/09/2023,USD,4067.98,0.951065,02/10/2023,EUR,3868.91
03/10/2023 15:13:24,03/10/2023 06:50:10,620763,Q500002891,14251572,P69,GB00B1FH3T26,P69 BlackRock Sustainable Energy,A,3711.3573,1.199422,29/09/2023,USD,4451.48,0.951065,02/10/2023,EUR,4233.65
03/10/2023 15:13:24,03/10/2023 06:50:10,620763,Q500002891,14251572,P69,GB00B1FH3T26,P69 BlackRock Sustainable Energy,I,948.5328,1.199422,29/09/2023,USD,1137.69,0.951065,02/10/2023,EUR,1082.02
03/10/2023 15:13:24,03/10/2023 06:50:10,620765,Q500002893,14251223,P67,GB00B1FH3L40,P67 Mellon Global Bond,A,2507.623,0.901636,29/09/2023,USD,2260.96,0.951065,02/10/2023,EUR,2150.32
03/10/2023 15:13:24,03/10/2023 06:50:10,620765,Q500002893,14251223,P67,GB00B1FH3L40,P67 Mellon Global Bond,I,129.6355,0.901636,29/09/2023,USD,116.88,0.951065,02/10/2023,EUR,111.16
03/10/2023 15:13:24,03/10/2023 06:50:10,620765,Q500002893,14251223,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,A,791.3584,1.259599,29/09/2023,EUR,996.79,1,,EUR,996.79
03/10/2023 15:13:24,03/10/2023 06:50:10,620765,Q500002893,14251223,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,I,42.6255,1.259599,29/09/2023,EUR,53.69,1,,EUR,53.69
03/10/2023 15:13:24,03/10/2023 06:50:10,620765,Q500002893,14251223,R16,GB0005228837,R16 CT Select European Equity (GBP),A,995.1427,9.98145,29/09/2023,GBP,9932.97,1.153357,02/10/2023,EUR,11456.26
03/10/2023 15:13:24,03/10/2023 06:50:10,620765,Q500002893,14251223,R16,GB0005228837,R16 CT Select European Equity (GBP),I,52.9382,9.98145,29/09/2023,GBP,528.4,1.153357,02/10/2023,EUR,609.43
03/10/2023 15:13:24,03/10/2023 06:50:10,620765,Q500002893,14251223,R30,IM00B28VQ442,R30 FSSA Asian Equity Plus,A,7353.9939,1.655856,29/09/2023,USD,12177.15,0.951065,02/10/2023,EUR,11581.26
03/10/2023 15:13:24,03/10/2023 06:50:10,620765,Q500002893,14251223,R30,IM00B28VQ442,R30 FSSA Asian Equity Plus,I,401.8745,1.655856,29/09/2023,USD,665.45,0.951065,02/10/2023,EUR,632.89
03/10/2023 15:13:24,03/10/2023 06:50:10,620765,Q500002893,14251223,R33,IM00B28VR184,R33 Schroder Global Equity Yield (EUR),A,9470.5671,1.666329,29/09/2023,EUR,15781.08,1,,EUR,15781.08
03/10/2023 15:13:24,03/10/2023 06:50:10,620765,Q500002893,14251223,R33,IM00B28VR184,R33 Schroder Global Equity Yield (EUR),I,528.4887,1.666329,29/09/2023,EUR,880.64,1,,EUR,880.64
03/10/2023 15:13:24,03/10/2023 06:50:10,620802,Q500002946,14247751,J84,GB0005609796,J84 Fidelity Sustainable Europe Equity,I,873.772,1.550345,29/09/2023,EUR,1354.65,1,,EUR,1354.65
03/10/2023 15:13:24,03/10/2023 06:50:10,620802,Q500002946,14247751,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,600.2982,1.213174,29/09/2023,EUR,728.27,1,,EUR,728.27
03/10/2023 15:13:24,03/10/2023 06:50:10,620802,Q500002946,14247751,L71,IM00BDCL6D63,L71 Fidelity Global Focus (GBP),I,1168.0329,1.282635,29/09/2023,GBP,1498.16,1.153357,02/10/2023,EUR,1727.91
03/10/2023 15:13:24,03/10/2023 06:50:10,620802,Q500002946,14247751,L83,IM00BKWGF776,L83 BlackRock United Kingdom (GBP),I,467.9166,0.945229,29/09/2023,GBP,442.29,1.153357,02/10/2023,EUR,510.12
03/10/2023 15:13:24,03/10/2023 06:50:10,620802,Q500002946,14247751,P58,GB00B0D9Q167,P58 Templeton BRIC,I,463.6304,1.333908,29/09/2023,USD,618.44,0.951065,02/10/2023,EUR,588.18
03/10/2023 15:13:24,03/10/2023 06:50:10,621094,Q500003495,14268241,J84,GB0005609796,J84 Fidelity Sustainable Europe Equity,A,355.7649,1.550345,29/09/2023,EUR,551.56,1,,EUR,551.56
03/10/2023 15:13:24,03/10/2023 06:50:10,621094,Q500003495,14268241,J84,GB0005609796,J84 Fidelity Sustainable Europe Equity,I,3310.6394,1.550345,29/09/2023,EUR,5132.63,1,,EUR,5132.63
03/10/2023 15:13:24,03/10/2023 06:50:10,621094,Q500003495,14268241,J87,GB0008011735,J87 Fidelity Euro Bond Fund,A,536.5223,1.213174,29/09/2023,EUR,650.89,1,,EUR,650.89
03/10/2023 15:13:24,03/10/2023 06:50:10,621094,Q500003495,14268241,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,4458.8856,1.213174,29/09/2023,EUR,5409.4,1,,EUR,5409.4
03/10/2023 15:13:24,03/10/2023 06:50:10,621094,Q500003495,14268241,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,A,199.3346,1.33385,29/09/2023,GBP,265.88,1.153357,02/10/2023,EUR,306.65
03/10/2023 15:13:24,03/10/2023 06:50:10,621094,Q500003495,14268241,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,I,1737.6607,1.33385,29/09/2023,GBP,2317.78,1.153357,02/10/2023,EUR,2673.23
03/10/2023 15:13:24,03/10/2023 06:50:10,621094,Q500003495,14268241,P58,GB00B0D9Q167,P58 Templeton BRIC,A,183.9175,1.333908,29/09/2023,USD,245.33,0.951065,02/10/2023,EUR,233.32
03/10/2023 15:13:24,03/10/2023 06:50:10,621094,Q500003495,14268241,P58,GB00B0D9Q167,P58 Templeton BRIC,I,1967.299,1.333908,29/09/2023,USD,2624.2,0.951065,02/10/2023,EUR,2495.78
03/10/2023 15:13:24,03/10/2023 06:50:10,621114,Q500003523,14276094,J43,GB0007494338,J43 Ninety One GS Global Multi-Asset Income,I,360.6817,2.095866,29/09/2023,USD,755.94,0.951065,02/10/2023,EUR,718.95
03/10/2023 15:13:24,03/10/2023 06:50:10,621114,Q500003523,14276094,J60,GB0007483885,J60 Templeton Emerging Markets,I,214.6891,1.441992,29/09/2023,USD,309.58,0.951065,02/10/2023,EUR,294.43
03/10/2023 15:13:24,03/10/2023 06:50:10,621114,Q500003523,14276094,J74,GB0005679476,J74 Ninety One GS Global Strategic Equity,I,133.1251,3.56166,29/09/2023,USD,474.15,0.951065,02/10/2023,EUR,450.95
03/10/2023 15:13:24,03/10/2023 06:50:10,621114,Q500003523,14276094,J84,GB0005609796,J84 Fidelity Sustainable Europe Equity,I,407.9953,1.550345,29/09/2023,EUR,632.53,1,,EUR,632.53
03/10/2023 15:13:24,03/10/2023 06:50:10,621114,Q500003523,14276094,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,410.6135,1.213174,29/09/2023,EUR,498.15,1,,EUR,498.15
03/10/2023 15:13:24,03/10/2023 06:50:10,621114,Q500003523,14276094,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,I,270.1308,1.33385,29/09/2023,GBP,360.31,1.153357,02/10/2023,EUR,415.57
03/10/2023 15:13:24,03/10/2023 06:50:10,621114,Q500003523,14276094,P58,GB00B0D9Q167,P58 Templeton BRIC,I,155.9957,1.333908,29/09/2023,USD,208.08,0.951065,02/10/2023,EUR,197.9
03/10/2023 15:13:24,03/10/2023 06:50:10,621114,Q500003523,14276094,P84,GB00B1SS5C98,P84 Schroder Global Cities (GBP),I,123.0035,1.290912,29/09/2023,GBP,158.79,1.153357,02/10/2023,EUR,183.14
03/10/2023 15:13:24,03/10/2023 06:50:10,621388,Q500003998,14285266,J87,GB0008011735,J87 Fidelity Euro Bond Fund,A,31201.6199,1.213174,29/09/2023,EUR,37852.99,1,,EUR,37852.99
03/10/2023 15:13:24,03/10/2023 06:50:10,621388,Q500003998,14285266,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,5518.1393,1.213174,29/09/2023,EUR,6694.46,1,,EUR,6694.46
03/10/2023 15:13:24,03/10/2023 06:50:10,621388,Q500003998,14285266,J96,GB0003178075,J96 abrdn SICAV I Global Innovation Equity (USD),A,56295.3301,0.515345,29/09/2023,USD,29011.52,0.951065,02/10/2023,EUR,27591.84
03/10/2023 15:13:24,03/10/2023 06:50:10,621388,Q500003998,14285266,J96,GB0003178075,J96 abrdn SICAV I Global Innovation Equity (USD),I,9865.1879,0.515345,29/09/2023,USD,5083.98,0.951065,02/10/2023,EUR,4835.2
03/10/2023 15:13:24,03/10/2023 06:50:10,621388,Q500003998,14285266,L46,IM00BQSC0R60,L46 Fidelity Global Dividend,A,35284.8539,1.379711,29/09/2023,USD,48682.9,0.951065,02/10/2023,EUR,46300.6
03/10/2023 15:13:24,03/10/2023 06:50:10,621388,Q500003998,14285266,L46,IM00BQSC0R60,L46 Fidelity Global Dividend,I,6437.1621,1.379711,29/09/2023,USD,8881.42,0.951065,02/10/2023,EUR,8446.81
03/10/2023 15:13:24,03/10/2023 06:50:10,621388,Q500003998,14285266,L87,IM00BMT6LR61,L87 Fundsmith Equity (GBP),A,53178.9147,0.937202,29/09/2023,GBP,49839.39,1.153357,02/10/2023,EUR,57482.61
03/10/2023 15:13:24,03/10/2023 06:50:10,621388,Q500003998,14285266,L87,IM00BMT6LR61,L87 Fundsmith Equity (GBP),I,9698.3075,0.937202,29/09/2023,GBP,9089.27,1.153357,02/10/2023,EUR,10483.17
03/10/2023 15:13:24,03/10/2023 06:50:10,621388,Q500003998,14285266,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,A,32840.7733,1.259599,29/09/2023,EUR,41366.21,1,,EUR,41366.21
03/10/2023 15:13:24,03/10/2023 06:50:10,621388,Q500003998,14285266,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,I,5892.9507,1.259599,29/09/2023,EUR,7422.75,1,,EUR,7422.75
03/10/2023 15:13:24,03/10/2023 06:50:10,621708,Q500004541,14300606,J84,GB0005609796,J84 Fidelity Sustainable Europe Equity,I,739.9961,1.550345,29/09/2023,EUR,1147.25,1,,EUR,1147.25
03/10/2023 15:13:24,03/10/2023 06:50:10,621708,Q500004541,14300606,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,432.292,1.213174,29/09/2023,EUR,524.45,1,,EUR,524.45
03/10/2023 15:13:24,03/10/2023 06:50:10,621708,Q500004541,14300606,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,I,171.5556,1.33385,29/09/2023,GBP,228.83,1.153357,02/10/2023,EUR,263.92
03/10/2023 15:13:24,03/10/2023 06:50:10,621708,Q500004541,14300606,P58,GB00B0D9Q167,P58 Templeton BRIC,I,258.4372,1.333908,29/09/2023,USD,344.73,0.951065,02/10/2023,EUR,327.86
03/10/2023 15:13:24,03/10/2023 06:50:10,621709,Q500004542,14304047,L37,IM00BKS8M093,L37 Schroder Global Multi-Asset Income (GBP HDG),A,66.4115,0.840429,29/09/2023,GBP,55.81,1,,GBP,55.81
03/10/2023 15:13:24,03/10/2023 06:50:10,621709,Q500004542,14304047,L37,IM00BKS8M093,L37 Schroder Global Multi-Asset Income (GBP HDG),I,98.5941,0.840429,29/09/2023,GBP,82.86,1,,GBP,82.86
03/10/2023 15:13:24,03/10/2023 06:50:10,621709,Q500004542,14304047,M65,GB0007577934,M65 Ninety One GS Sterling Money,A,1024.2573,3.109939,29/09/2023,GBP,3185.38,1,,GBP,3185.38
03/10/2023 15:13:24,03/10/2023 06:50:10,621709,Q500004542,14304047,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,A,4461.5672,1.33385,29/09/2023,GBP,5951.06,1,,GBP,5951.06
03/10/2023 15:13:24,03/10/2023 06:50:10,621709,Q500004542,14304047,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,I,2132.0575,1.33385,29/09/2023,GBP,2843.84,1,,GBP,2843.84
03/10/2023 15:13:24,03/10/2023 06:50:10,621709,Q500004542,14304047,P58,GB00B0D9Q167,P58 Templeton BRIC,A,2311.9078,1.333908,29/09/2023,USD,3083.87,0.823576,02/10/2023,GBP,2539.8
