ExtractTime,DatabaseDate,PlanID,PlanNumber,InvestmentDescription,InvestmentCategory,FundCode,FundISINCode,UnitsHeld,UnitPrice,PriceDate,InvestmentCurrencyISO,InvestmentCurrencyValue,ExchangeRate,ExchangeRateDate,ValuationCurrencyISO,ValuationCurrencyValue,BookCost,InterestAccruedValue,InterestAccruedDays
03/10/2023 15:13:24,03/10/2023 06:50:10,921635,784691,FundSmith SICAV - Equity Fund I Acc (USD),Collective Funds,B9QN5S8,LU0893933373,545.62,31.9451,02/10/2023,USD,17429.89,1,02/10/2023,USD,17430,16721.08,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,921635,784691,iShares Developed World - Index Fund (IE) D Acc (USD),Collective Funds,BD0NCN6,IE00BD0NCN62,1206.93,16.844,02/10/2023,USD,20329.53,1,02/10/2023,USD,20330,20630,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,921635,784691,IShares II Plc - Tips Shs (IDTP) USD,Exchange Traded Funds,B1GJFH9,IE00B1FZSC47,50,224.0902,02/10/2023,USD,11204.51,1,02/10/2023,USD,11205,12389,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,921635,784691,Vanguard Inv Ser Gbl Bd - Idx Instl Hgd (USD),Collective Funds,B18GCB1,IE00B18GCB14,66.24,145.4876,02/10/2023,USD,9637.1,1,02/10/2023,USD,9637,11003,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,921635,784691,Xtrackers (IE) Plc (XDEM) - MSCI World Momentum (USD),Exchange Traded Funds,BYW4SY7,IE00BL25JP72,389,46.525,29/09/2023,USD,18098.22,1,02/10/2023,USD,18098,20567.31,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,921635,784691,Xtrackers (IE) Plc (XDEV) - MSCI World Value Ucits (USD),Exchange Traded Funds,BYW4SW5,IE00BL25JM42,494,38.365,02/10/2023,USD,18952.31,1,02/10/2023,USD,18952,19246.81,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,931398,785298,Credit Agricole (CS) 6y Dvpld - Mkts 6.4% ESG Inc 03/11/27 GBP,Structured Investments,BMCQRB9,XS2299253935,41000,76.12,29/09/2023,GBP,31209.2,1,,GBP,31209,41000,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,931398,785298,DVAM Global Equity Focus - Strategy PCP A1 Acc GBP,Collective Funds,BN7HSN3,IE00BN7HSN31,2417.673,11.506,28/09/2023,GBP,27817.75,1,,GBP,27818,28755.81,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,Aberdeen Std SICAV II Global - Smaller Companies D Acc GBP,Collective Funds,BQPB2Z8,LU2530218457,1484.185,11.3796,02/10/2023,GBP,16889.43,1,,GBP,16889,26104,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,BlackRock iShares Dev World - ESG Screened Idx Fd D Acc USD,Collective Funds,BYZ8K17,IE00BYZ8K175,2191.52,16.591,02/10/2023,USD,36359.51,0.825014437752661,02/10/2023,GBP,29997,23623.44,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,DB X-Trackers (XDEV) - MSCI World Value Factor,Exchange Traded Funds,BRCJ8L0,IE00BL25JM42,1288,31.6,02/10/2023,GBP,40700.8,1,,GBP,40701,36295.38,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,FIDELITY FUNDS - US Dollar Bond Acc Y (USD),Collective Funds,B2PMBD4,LU0346392482,1202.78,15.63,02/10/2023,USD,18799.45,0.825014437752661,02/10/2023,GBP,15510,16727.69,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,FIDELITY INV MGMT LUX - Global Dividend W Acc Nav GBP,Collective Funds,BJVDYY2,LU1033663052,16970.97,2.367,02/10/2023,GBP,40170.29,1,,GBP,40170,38048.91,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,FundSmith SICAV - Equity Fund I Acc (GBP),Collective Funds,BMH4M80,LU1053186349,1154.72,37.0083,02/10/2023,GBP,42734.22,1,,GBP,42734,45681,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,FundSmith SICAV - Equity Fund I Acc (USD),Collective Funds,B9QN5S8,LU0893933373,1086.1,31.9451,02/10/2023,USD,34695.57,0.825014437752661,02/10/2023,GBP,28624,19126.78,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,Invesco Management - Bond Fund C Acc (USD),Collective Funds,BFLV103,LU1775948141,2445.38,9.77,02/10/2023,USD,23891.36,0.825014437752661,02/10/2023,GBP,19711,20369.55,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,Invesco Physical Gold (SGLS) - GB Hedged ETC (GBP),Exchange Traded Funds,BLF0JQ0,XS2183935605,367,41.07,02/10/2023,GBP,15072.69,1,,GBP,15073,15197.46,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,iShares UK Credit Bond - Index Fund (IE) D Acc (GBP),Collective Funds,BD0NC47,IE00BD0NC474,3616.26,9.604,02/10/2023,GBP,34730.56,1,,GBP,34731,42418,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,UBS Lux Fund (UBTP) - Blm Barc Tips1-10 HD (GBP),Exchange Traded Funds,BYWK760,LU1459801947,2152,13.8781,02/10/2023,GBP,29865.67,1,,GBP,29866,32617.87,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,Vanguard Investment Series - Global Bd Indx Hdgd Acc (GBP),Collective Funds,B50W2R1,IE00B50W2R13,179.23,139.9005,02/10/2023,GBP,25074.37,1,,GBP,25074,29367,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922061,786122,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,1062,37.97,02/10/2023,GBP,40324.14,1,,GBP,40324,45664.95,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922202,786378,BBVA (CS) 6y Classic AC 11% - Note 9 05/06/29 (GBP),Structured Investments,3R7KV51,XS2491385683,55000,90.37,28/09/2023,GBP,49703.5,1,,GBP,49704,55000,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922202,786378,FundSmith SICAV - Equity Fund I Acc (USD),Collective Funds,B9QN5S8,LU0893933373,2012.14,31.9451,02/10/2023,USD,64278.01,0.825014437752661,02/10/2023,GBP,53030,42998.61,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922202,786378,ISHARES III PLC - MSCI World Acc (IWDA) (USD),Exchange Traded Funds,B4L5Y98,IE00B4L5Y983,1058,81.11,02/10/2023,USD,85814.38,0.825014437752661,02/10/2023,GBP,70798,70941.74,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922202,786378,Ishares IV Plc (SDIA) - USD Short Dur Corp Bd Ucit ($),Exchange Traded Funds,BYXYYP9,IE00BYXYYP94,17844,5.468,02/10/2023,USD,97570.99,0.825014437752661,02/10/2023,GBP,80497,80650.05,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922202,786378,Lazard Global Investments - Rathmore Alt C Acc (USD),Collective Funds,BFZ4RY4,IE00BFZ4RY41,781.396,127.5585,02/10/2023,USD,99673.7,0.825014437752661,02/10/2023,GBP,82232,81666.32,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922202,786378,Morgan Stanley IF Global - Quality Z Acc (USD),Collective Funds,BCDPBM4,LU0955011258,1141.714,56.5,02/10/2023,USD,64506.84,0.825014437752661,02/10/2023,GBP,53219,52922.73,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922202,786378,Royal London UTM Short Term - Money Market Y Acc (GBP),Collective Funds,B8XYYQ8,GB00B8XYYQ86,75872.195,1.070531,02/10/2023,GBP,81223.54,1,,GBP,81224,81179,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922202,786378,Schroder GAIA - Helix C Hedged Acc (GBP),Collective Funds,BZ1MKF4,LU1809996801,896.534,109.45,02/10/2023,GBP,98125.65,1,,GBP,98126,97776,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,922202,786378,T Bailey Fund Services - TB Evenlode Income B Acc (GBP),Collective Funds,BD0B7C4,GB00BD0B7C49,27760.881,3.872,02/10/2023,GBP,107490.13,1,,GBP,107490,107157,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955320,789064,Fundsmith (UK) - Equity I Inc Nav (GBP),Collective Funds,B4MR8G8,GB00B4MR8G82,5946.66,5.6049,02/10/2023,GBP,33330.43,1,,GBP,33330,33472.53,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955320,789064,Guinness AM Global - Equity Income Y (GBP),Collective Funds,BVYPP13,IE00BVYPP131,1220.83,19.0173,02/10/2023,GBP,23216.89,1,,GBP,23217,23173.29,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955320,789064,IShares (IGHY.LN) Gbl High - Yield Bond UCITS ETF (GBP),Exchange Traded Funds,B81BLN7,IE00B74DQ490,354,65.35,02/10/2023,GBP,23133.9,1,,GBP,23134,23157.98,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955320,789064,iShares UK Credit Bond - Index Fund (IE) D Acc (GBP),Collective Funds,BD0NC47,IE00BD0NC474,2978.22,9.604,02/10/2023,GBP,28602.82,1,,GBP,28603,28322.91,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955320,789064,Pimco Fd Glbl Invstrs Glbl Inv - Grde Crdt Inst Acc Hgd GBP,Collective Funds,B0HZNB9,IE00B0HZNB91,1075.077,18.91,02/10/2023,GBP,20329.71,1,,GBP,20330,20598.48,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955320,789064,Vanguard (VAPX) - FTSE Dev Asia Pac ETF (GBP),Exchange Traded Funds,B9MSLC3,IE00B9F5YL18,1381,19.1866,02/10/2023,GBP,26496.69,1,,GBP,26497,25735.27,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955320,789064,Vanguard Funds Plc - FTSE Emrg Mkts ETF (GBP),Exchange Traded Funds,B7NLLK5,IE00B3VVMM84,243,43.01,02/10/2023,GBP,10451.43,1,,GBP,10451,10271.6,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955320,789064,Vanguard Inv Serv Global Short - Term Bond Index Hgd Acc (GBP),Collective Funds,BH65QG5,IE00BH65QG55,291.59,105.9253,02/10/2023,GBP,30886.76,1,,GBP,30887,30897.72,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955320,789064,Vanguard Investment Series - Global Bd Indx Hdgd Acc (GBP),Collective Funds,B50W2R1,IE00B50W2R13,217.57,139.9005,02/10/2023,GBP,30438.15,1,,GBP,30438,30897.72,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,948140,792309,Goldman Sachs Phys Unit - (AAAU) USD,Exchange Traded Funds,BM8KQW9,US38150K1034,1478,18.12,02/10/2023,USD,26781.36,1,02/10/2023,USD,26781,29998.5,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,948140,792309,IShares Physical Metals - Physical Silver (ISLN.L) USD,Exchange Traded Funds,B4NCWG0,IE00B4NCWG09,821,20.3575,02/10/2023,USD,16713.51,1,02/10/2023,USD,16714,17483.61,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,948140,792309,IShares Trust (IEF) - Barc 7-10 Yr Treas Bnd Fd USD,Exchange Traded Funds,2971494,US4642874402,723,90.61,02/10/2023,USD,65511.03,1,02/10/2023,USD,65511,70471.32,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,948140,792309,Marriott International Inc - Com Stk USD0.01 Cl A(MAR)($),USA & Canadian Equities,2210614,US5719032022,867,193.74,02/10/2023,USD,167972.58,1,02/10/2023,USD,167973,143540.52,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,948140,792309,Vaneck ETF TR (GDX) - Gold Miners ETF (USD),Exchange Traded Funds,BZ6C4J1,US92189F1066,558,26,02/10/2023,USD,14508,1,02/10/2023,USD,14508,19994.99,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,956404,781929,Fundsmith LLP - Equity Instil Acc NAV (GBP),Collective Funds,B41YBW7,GB00B41YBW71,16696.35,6.2276,02/10/2023,GBP,103978.19,1,,GBP,103978,77409.26,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,956404,781929,Vanguard Inv UK Ltd - Lfestrategy 100% Eqty Acc GBP,Collective Funds,B41XG30,GB00B41XG308,368.862,305.2685,02/10/2023,GBP,112601.95,1,,GBP,112602,77409.26,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955860,787968,Abrdn OEIC II - Gbl Smaller Cos Pltfrm 1 (GBP),Collective Funds,B7KVX24,GB00B7KVX245,3308.862,1.551,02/10/2023,GBP,5132.04,1,,GBP,5132,7296.04,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955860,787968,Blackrock Index Select IShares - DVLPD World Index D Cl A (GBP),Collective Funds,BD0NCL4,IE00BD0NCL49,654.69,17.767,02/10/2023,GBP,11631.88,1,,GBP,11632,10944.06,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955860,787968,DB X-Trackers (XDEV) - MSCI World Value Factor,Exchange Traded Funds,BRCJ8L0,IE00BL25JM42,372,31.6,02/10/2023,GBP,11755.2,1,,GBP,11755,10212.38,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955860,787968,FIDELITY INV MGMT LUX - Global Dividend W Acc Nav GBP,Collective Funds,BJVDYY2,LU1033663052,3906.85,2.367,02/10/2023,GBP,9247.51,1,,GBP,9248,8755.25,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955860,787968,FundSmith SICAV - Equity Fund I Acc (GBP),Collective Funds,BMH4M80,LU1053186349,263.14,37.0083,02/10/2023,GBP,9738.36,1,,GBP,9738,10214.45,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955860,787968,UBS Lux Fund (UBTP) - Blm Barc Tips1-10 HD (GBP),Exchange Traded Funds,BYWK760,LU1459801947,435,13.8781,02/10/2023,GBP,6036.97,1,,GBP,6037,6555.98,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955860,787968,Vanguard Investment Series - Global Bd Indx Hdgd Acc (GBP),Collective Funds,B50W2R1,IE00B50W2R13,35.41,139.9005,02/10/2023,GBP,4953.88,1,,GBP,4954,5836.83,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,955860,787968,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,276,37.97,02/10/2023,GBP,10479.72,1,,GBP,10480,10940.58,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,947945,791248,Fundsmith LLP - Equity Instil Acc NAV (GBP),Collective Funds,B41YBW7,GB00B41YBW71,7256.49,6.2276,02/10/2023,GBP,45190.52,1,,GBP,45191,39557.26,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,947945,791248,Vanguard Investments UK Ltd - Lifestrat 80% Equity Acc (GBP),Collective Funds,B4PQW15,GB00B4PQW151,179.431,258.1706,02/10/2023,GBP,46323.81,1,,GBP,46324,39557.26,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944059,769563,Aberdeen Std SICAV II Global - Smaller Companies D Acc GBP,Collective Funds,BQPB2Z8,LU2530218457,1081.137,11.3796,02/10/2023,GBP,12302.91,1,,GBP,12303,12829.2,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944059,769563,Amundi MSCI Emerging Markets - SRI PAB UCITS (MSRG) GBP,Exchange Traded Funds,BKTHWG1,LU1861138961,244,40.63,02/10/2023,GBP,9913.72,1,,GBP,9914,10684.54,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944059,769563,Baring Intl (IRE) BGUF Baring - EN Eurp A GBP Dis Side pocket,Suspended Collective Funds,BPK6530,IE0007XS80G8,219.333,0,,GBP,0,1,,GBP,0,0,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944059,769563,Barings International (EIRE) - Eastern Euro Fd Cl A Inc (GBP),Collective Funds,B4VQT29,IE00B4VQT291,219.333,27.21,02/10/2023,GBP,5968.05,1,,GBP,5968,14555.08,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944059,769563,Blackrock Index Select IShares - DVLPD World Index D Cl A (GBP),Collective Funds,BD0NCL4,IE00BD0NCL49,936.38,17.767,02/10/2023,GBP,16636.66,1,,GBP,16637,16036.5,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944059,769563,DB X-Trackers (XDEV) - MSCI World Value Factor,Exchange Traded Funds,BRCJ8L0,IE00BL25JM42,485,31.6,02/10/2023,GBP,15326,1,,GBP,15326,13892.12,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944059,769563,FIDELITY INV MGMT LUX - Global Dividend W Acc Nav GBP,Collective Funds,BJVDYY2,LU1033663052,4751.56,2.367,02/10/2023,GBP,11246.94,1,,GBP,11247,10691,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944059,769563,Morgan Stanley IF - Global Sustain ZH Acc (GBP),Collective Funds,BMCTM35,LU2174786934,466.686,29.47,02/10/2023,GBP,13753.24,1,,GBP,13753,12829.2,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944059,769563,Xtrackers (IE) Plc (XDEB) - MSCI World Min Vol (GBP),Exchange Traded Funds,BRCJ8N2,IE00BL25JN58,376,30.48,02/10/2023,GBP,11460.48,1,,GBP,11460,11735.07,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944059,769563,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,391,37.97,02/10/2023,GBP,14846.27,1,,GBP,14846,14937.66,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944060,769646,Fundsmith (UK) - Equity I Inc Nav (GBP),Collective Funds,B4MR8G8,GB00B4MR8G82,2422.68,5.6049,02/10/2023,GBP,13578.88,1,,GBP,13579,12400,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944060,769646,Invesco Management - Sterling Bond Fund C Acc (GBP),Collective Funds,BFLV556,LU1775981431,4335.21,5.0844,02/10/2023,GBP,22041.94,1,,GBP,22042,24800,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944060,769646,IShares - GBP Corporate Bond (SLXX.L) GBP,Exchange Traded Funds,B00FV01,IE00B00FV011,157,115.97,02/10/2023,GBP,18207.29,1,,GBP,18207,24794.42,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944060,769646,JO Hambro Capital - Gbl Opps A Dis NAV (GBP),Collective Funds,B89PQM5,IE00B89PQM59,2998.066,2.494,02/10/2023,GBP,7477.18,1,,GBP,7477,6200,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944060,769646,Vanguard Inv UK Ltd - Lifestratgy 60% Eqty Acc (GBP),Collective Funds,B3TYHH9,GB00B3TYHH97,114.118,216.6204,02/10/2023,GBP,24720.29,1,,GBP,24720,24800,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944060,769646,Vanguard Invest Lifestrategy - 40 Percent Equity Acc (GBP),Collective Funds,B3ZHN96,GB00B3ZHN960,127.605,180.2562,02/10/2023,GBP,23001.59,1,,GBP,23002,24800,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944061,770520,Guinness Asset Mgt - Global Energy C Acc GBP,Collective Funds,B3CCJ96,IE00B3CCJ963,1303.36,13.3227,02/10/2023,GBP,17364.27,1,,GBP,17364,15000,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944062,770804,Guinness Asset Mgt - Global Energy C Acc GBP,Collective Funds,B3CCJ96,IE00B3CCJ963,994.33,13.3227,02/10/2023,GBP,13247.16,1,,GBP,13247,11443.46,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944069,774508,Aberdeen Std SICAV II Global - Smaller Companies D Acc GBP,Collective Funds,BQPB2Z8,LU2530218457,728.38,11.3796,02/10/2023,GBP,8288.67,1,,GBP,8289,8766.2,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944069,774508,Amundi MSCI Emerging Markets - SRI PAB UCITS (MSRG) GBP,Exchange Traded Funds,BKTHWG1,LU1861138961,173,40.63,02/10/2023,GBP,7028.99,1,,GBP,7029,7126.61,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944069,774508,Blackrock Index Select IShares - DVLPD World Index D Cl A (GBP),Collective Funds,BD0NCL4,IE00BD0NCL49,751.97,17.767,02/10/2023,GBP,13360.25,1,,GBP,13360,12483.38,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944069,774508,DB X-Trackers (XDEV) - MSCI World Value Factor,Exchange Traded Funds,BRCJ8L0,IE00BL25JM42,360,31.6,02/10/2023,GBP,11376,1,,GBP,11376,10682.94,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944069,774508,FIDELITY INV MGMT LUX - Global Dividend W Acc Nav GBP,Collective Funds,BJVDYY2,LU1033663052,4260.8,2.367,02/10/2023,GBP,10085.31,1,,GBP,10085,9808.37,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944069,774508,Morgan Stanley IF - Global Quality Z Acc (GBP),Collective Funds,BMG7GC2,LU2502369130,429.893,26.15,02/10/2023,GBP,11241.7,1,,GBP,11242,10700.04,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944069,774508,UBS Lux Fund (UBTP) - Blm Barc Tips1-10 HD (GBP),Exchange Traded Funds,BYWK760,LU1459801947,574,13.8781,02/10/2023,GBP,7966.03,1,,GBP,7966,8019.22,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944069,774508,Vanguard Investment Series - Global Bd Indx Hdgd Acc (GBP),Collective Funds,B50W2R1,IE00B50W2R13,50.19,139.9005,02/10/2023,GBP,7021.61,1,,GBP,7022,7133.36,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944069,774508,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,291,37.97,02/10/2023,GBP,11049.27,1,,GBP,11049,11552.41,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944070,774573,Aberdeen Std SICAV II Global - Smaller Companies D Acc GBP,Collective Funds,BQPB2Z8,LU2530218457,1458.304,11.3796,02/10/2023,GBP,16594.92,1,,GBP,16595,25000,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944070,774573,Fundsmith LLP - Equity Direct T Acc NAV (GBP),Collective Funds,B4Q5X52,GB00B4Q5X527,471.61,6.1479,02/10/2023,GBP,2899.41,1,,GBP,2899,1806.83,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944070,774573,JO Hambro Capital - Gbl Opps A Dis NAV (GBP),Collective Funds,B89PQM5,IE00B89PQM59,5642.278,2.494,02/10/2023,GBP,14071.84,1,,GBP,14072,12192.97,0,0
03/10/2023 15:13:24,03/10/2023 06:50:10,944070,774573,KBA Consulting MGM Lindsell - Train Gbl Eqty B Inc NAV (GBP),Collective Funds,B3NS4D2,IE00B3NS4D25,2739.295,4.0287,02/10/2023,GBP,11035.8,1,,GBP,11036,9900.89,0,0
