"Run Number","Policy Number","Policy Reference","Fund Name","Fund Code","Fund Currency","Plan Currency","Fund Price","Fund Number Of Units Held","Investment Value Fund Currency","Investment Value Plan Currency","Valuation Date","Exchange Rate","Average Purchase Price","Allocation Percentage"
452037,6207313,"","Zurich Allocated Passive 60% Equity Fund - GBP","B0158","GBP","GBP",1.5245,633.755,966.15,966.15,20231018,1.000000,1.5394,30.68
452037,6207313,"","ZME Sterling Blue Chip","9GGBP","GBP","GBP",1.1971,782.472,936.69,936.69,20231018,1.000000,1.2541,29.75
452037,6207313,"","ZME Sterling Cautious","9HGBP","GBP","GBP",1.0656,570.036,607.43,607.43,20231018,1.000000,1.1551,19.29
452037,6207313,"","ZME Sterling Performance","9LGBP","GBP","GBP",1.3606,469.235,638.44,638.44,20231018,1.000000,1.3870,20.28
452037,6207376,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,3124.622,24585.46,24585.46,20231018,1.000000,7.6842,100.00
452037,6207670,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,818.550,6440.59,6440.59,20231018,1.000000,7.6158,30.65
452037,6207670,"","Defensive Fund - Currency US Dollar","DFUSD","USD","USD",2.0900,2831.661,5918.17,5918.17,20231018,1.000000,2.2661,28.16
452037,6207670,"","ZI Franklin US Government fund","TCUSD","USD","USD",1.5372,2475.499,3805.33,3805.33,20231018,1.000000,1.7566,18.11
452037,6207670,"","ZI Fidelity Funds America","USDFU","USD","USD",2.0654,2349.016,4851.65,4851.65,20231018,1.000000,1.7817,23.09
452037,6208135,"","Adventurous Fund - Currency Sterling","ADGBP","GBP","GBP",9.3871,92.792,871.04,871.04,20231018,1.000000,9.6752,24.77
452037,6208135,"","Blue Chip Fund - Currency Sterling","BCGBP","GBP","GBP",6.4772,107.894,698.85,698.85,20231018,1.000000,6.8634,19.87
452037,6208135,"","Cautious Fund - Currency Sterling","CAGBP","GBP","GBP",2.7385,192.025,525.86,525.86,20231018,1.000000,2.8050,14.95
452037,6208135,"","ZI CT Global Select.","GMGBP","GBP","GBP",3.1580,229.673,725.30,725.30,20231018,1.000000,3.1269,20.62
452037,6208135,"","Performance Fund - Currency Sterling","PFGBP","GBP","GBP",8.3862,82.949,695.62,695.62,20231018,1.000000,8.2066,19.78
452037,6211944,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,7223.394,56835.83,56835.83,20231018,1.000000,7.9713,100.00
452037,6213198,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,321.824,2119.62,2119.62,20231018,1.000000,6.1371,30.15
452037,6213198,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,350.881,2760.83,2760.83,20231018,1.000000,7.5964,39.27
452037,6213198,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,249.360,2150.77,2150.77,20231018,1.000000,7.9296,30.59
452037,6215123,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,298.705,1967.36,1967.36,20231018,1.000000,6.1687,30.15
452037,6215123,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,327.353,2575.71,2575.71,20231018,1.000000,7.6324,39.47
452037,6215123,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,229.875,1982.71,1982.71,20231018,1.000000,7.9731,30.38
452037,6217031,"","ZI Canaccord Genuity Opportunity Fund","USDDL","USD","USD",1.7824,12967.047,23112.46,23112.46,20231018,1.000000,1.8874,100.00
452037,6217758,"","Zurich Allocated Passive 80% Equity Fund - USD","B0169","USD","AED",1.5604,651.876,1017.18,3727.98,20231018,0.272850,1.5453,30.67
452037,6217758,"","ZME US dollar Adventurous","USD6F","USD","AED",1.5373,431.576,663.46,2431.59,20231018,0.272850,1.5621,20.00
452037,6217758,"","ZME US dollar Blue Chip","USD6G","USD","AED",1.4288,453.332,647.72,2373.90,20231018,0.272850,1.4862,19.53
452037,6217758,"","ZME US dollar Performance","USD6L","USD","AED",1.5525,636.609,988.33,3622.24,20231018,0.272850,1.5865,29.80
452037,6217920,"","Zurich Allocated Passive 80% Equity Fund - USD","B0169","USD","AED",1.5604,693.410,1081.99,3965.51,20231018,0.272850,1.5499,30.64
452037,6217920,"","ZME US dollar Adventurous","USD6F","USD","AED",1.5373,459.313,706.10,2587.86,20231018,0.272850,1.5672,20.00
452037,6217920,"","ZME US dollar Blue Chip","USD6G","USD","AED",1.4288,483.376,690.64,2531.20,20231018,0.272850,1.4904,19.56
452037,6217920,"","ZME US dollar Performance","USD6L","USD","AED",1.5525,678.019,1052.62,3857.87,20231018,0.272850,1.5913,29.81
452037,6219475,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,312.766,2460.93,2460.93,20231018,1.000000,8.0504,100.00
452037,6219528,"N257203","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,458.858,3022.17,3022.17,20231018,1.000000,6.7088,19.28
452037,6219528,"N257203","ZI Ninety One GSF Global Strategic Equity Fund","GMUSD","USD","USD",2.7997,1128.267,3158.80,3158.80,20231018,1.000000,2.7280,20.15
452037,6219528,"N257203","ZI Fidelity World $","USDKV","USD","USD",2.0709,1875.199,3883.34,3883.34,20231018,1.000000,2.0519,24.77
452037,6219528,"N257203","ZI Threadneedle (Lux) Global Select","USDYJ","USD","USD",1.7297,1880.974,3253.52,3253.52,20231018,1.000000,1.6362,20.75
452037,6219528,"N257203","ZI Invesco Global Equity Income","7QUSD","USD","USD",2.6341,895.658,2359.25,2359.25,20231018,1.000000,2.5773,15.05
452037,6220284,"","ZI Canaccord Genuity Opportunity Fund","USDDL","USD","USD",1.7824,4492.861,8008.07,8008.07,20231018,1.000000,1.8216,71.45
452037,6220284,"","ZI Pimco GIS Investment Grade Credit $","USDKP","USD","USD",1.2398,2581.505,3200.54,3200.54,20231018,1.000000,1.3785,28.55
452037,6220879,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,533.717,3515.22,3515.22,20231018,1.000000,6.1935,30.22
452037,6220879,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,579.621,4560.63,4560.63,20231018,1.000000,7.6642,39.21
452037,6220879,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,412.111,3554.53,3554.53,20231018,1.000000,8.0136,30.56
452037,6224386,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,1019.777,8023.91,8023.91,20231018,1.000000,6.9176,100.00
452037,6225995,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,1517.879,11943.12,11943.12,20231018,1.000000,8.0193,100.00
452037,6238478,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,549.918,4326.91,4326.91,20231018,1.000000,8.3941,100.00
452037,6242394,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,556.534,4378.97,4378.97,20231018,1.000000,8.3700,100.00
452037,6246801,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,3007.972,23667.62,23667.62,20231018,1.000000,7.6425,100.00
452037,6249968,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,524.674,3455.66,3455.66,20231018,1.000000,6.6572,41.41
452037,6249968,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,199.304,1719.03,1719.03,20231018,1.000000,8.6685,20.60
452037,6249968,"","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.6265,1949.615,3171.04,3171.04,20231018,1.000000,1.7958,38.00
452037,6251653,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,3370.018,26516.31,26516.31,20231018,1.000000,8.3110,100.00
452037,6255256,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,2862.836,22525.65,22525.65,20231018,1.000000,7.5296,100.00
452037,6261914,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,2.174,14.31,14.31,20231018,1.000000,5.2491,30.06
452037,6261914,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,2.354,18.52,18.52,20231018,1.000000,6.5328,38.90
452037,6261914,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,1.714,14.78,14.78,20231018,1.000000,6.7033,31.04
452037,6264494,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,162.468,1278.34,1278.34,20231018,1.000000,7.5887,29.53
452037,6264494,"","Zurich Allocated Passive 60% Equity Fund - USD","B0168","USD","USD",1.4850,899.922,1336.38,1336.38,20231018,1.000000,1.3695,30.87
452037,6264494,"","Cautious Fund - Currency US Dollar","CTUSD","USD","USD",2.9005,287.398,833.59,833.59,20231018,1.000000,2.8625,19.26
452037,6264494,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,102.046,880.16,880.16,20231018,1.000000,8.0477,20.33
452037,6266156,"","Zurich Allocated Passive 100% Equity Fund - USD","B0170","USD","USD",1.6367,422.609,691.68,691.68,20231018,1.000000,1.6443,30.45
452037,6266156,"","ZUR Zurich Blue Balanced","USD6K","USD","USD",1.2867,352.137,453.09,453.09,20231018,1.000000,1.3193,19.95
452037,6266156,"","ZUR Zurich Blue Performance","USD6R","USD","USD",1.3576,414.585,562.84,562.84,20231018,1.000000,1.4001,24.78
452037,6266156,"","ZUR Zurich Blue Adventurous","USD6T","USD","USD",1.4592,386.245,563.60,563.60,20231018,1.000000,1.5015,24.81
452037,6270518,"","Money Market Fund - Currency US Dollars","SEUSD","USD","USD",2.1933,12392.086,27179.56,27179.56,20231018,1.000000,2.1497,100.00
452037,6279848,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,453.048,2983.91,2983.91,20231018,1.000000,6.1918,30.20
452037,6279848,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,493.286,3881.32,3881.32,20231018,1.000000,7.6588,39.29
452037,6279848,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,349.450,3014.07,3014.07,20231018,1.000000,8.0080,30.51
452037,6279872,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,326.251,2148.78,2148.78,20231018,1.000000,6.1825,30.27
452037,6279872,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,353.026,2777.71,2777.71,20231018,1.000000,7.6528,39.13
452037,6279872,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,251.931,2172.95,2172.95,20231018,1.000000,8.0012,30.61
452037,6281648,"N253157","ZI Schroder ISF Global Inflation Linked Bond US$","GAUSD","USD","USD",1.6696,1939.281,3237.82,3237.82,20231018,1.000000,1.6944,19.77
452037,6281648,"N253157","ZI Ninety One GSF Global Strategic Equity Fund","GMUSD","USD","USD",2.7997,1177.139,3295.63,3295.63,20231018,1.000000,2.7914,20.12
452037,6281648,"N253157","ZI Fidelity World $","USDKV","USD","USD",2.0709,1967.995,4075.52,4075.52,20231018,1.000000,2.0871,24.88
452037,6281648,"N253157","ZI Threadneedle (Lux) Global Select","USDYJ","USD","USD",1.7297,1929.600,3337.62,3337.62,20231018,1.000000,1.7029,20.38
452037,6281648,"N253157","ZI Invesco Global Equity Income","7QUSD","USD","USD",2.6341,923.415,2432.36,2432.36,20231018,1.000000,2.6688,14.85
452037,6282122,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,2705.415,21287.01,21287.01,20231018,1.000000,7.9203,100.00
452037,6282369,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,464.447,3058.98,3058.98,20231018,1.000000,6.1751,30.26
452037,6282369,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,502.624,3954.79,3954.79,20231018,1.000000,7.6274,39.12
452037,6282369,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,359.004,3096.48,3096.48,20231018,1.000000,7.9748,30.63
452037,6291549,"","ZI Canaccord Genuity Opportunity Fund","USDDL","USD","USD",1.7824,947.321,1688.50,1688.50,20231018,1.000000,1.8195,60.45
452037,6291549,"","ZI Pimco GIS Investment Grade Credit $","USDKP","USD","USD",1.2398,891.213,1104.92,1104.92,20231018,1.000000,1.3083,39.55
452037,6291638,"","ZI Canaccord Genuity Opportunity Fund","USDDL","USD","USD",1.7824,989.402,1763.51,1763.51,20231018,1.000000,1.8195,60.41
452037,6291638,"","ZI Pimco GIS Investment Grade Credit $","USDKP","USD","USD",1.2398,932.196,1155.73,1155.73,20231018,1.000000,1.3083,39.59
452037,6297148,"","ZI Canaccord Genuity Opportunity Fund","USDDL","USD","USD",1.7824,3252.700,5797.61,5797.61,20231018,1.000000,1.8292,70.39
452037,6297148,"","ZI Pimco GIS Investment Grade Credit $","USDKP","USD","USD",1.2398,1967.565,2439.38,2439.38,20231018,1.000000,1.3151,29.61
452037,6308574,"CIB388/08","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,2958.899,23281.50,23281.50,20231018,1.000000,6.6300,100.00
452037,6310030,"A016F9629","ZI Schroder ISF Global Inflation Linked Bond US$","GAUSD","USD","USD",1.6696,2436.066,4067.25,4067.25,20231018,1.000000,1.7174,19.30
452037,6310030,"A016F9629","ZI Ninety One GSF Global Strategic Equity Fund","GMUSD","USD","USD",2.7997,1504.164,4211.20,4211.20,20231018,1.000000,2.7814,19.98
452037,6310030,"A016F9629","ZI Fidelity World $","USDKV","USD","USD",2.0709,2548.797,5278.30,5278.30,20231018,1.000000,2.0518,25.05
452037,6310030,"A016F9629","ZI Threadneedle (Lux) Global Select","USDYJ","USD","USD",1.7297,2482.908,4294.68,4294.68,20231018,1.000000,1.6850,20.38
452037,6310030,"A016F9629","ZI Invesco Global Equity Income","7QUSD","USD","USD",2.6341,1222.582,3220.40,3220.40,20231018,1.000000,2.5665,15.28
452037,6322475,"N240204","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,1032.451,6800.03,6800.03,20231018,1.000000,6.1325,25.94
452037,6322475,"N240204","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,1135.229,8932.32,8932.32,20231018,1.000000,7.8144,34.08
452037,6322475,"N240204","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,919.805,7933.50,7933.50,20231018,1.000000,8.2636,30.27
452037,6322475,"N240204","ZI Invesco Developed Small and Mid-Cap Equity $","USDMW","USD","USD",1.6265,1563.953,2543.76,2543.76,20231018,1.000000,1.6193,9.71
452037,6340176,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,1789.952,14083.87,14083.87,20231018,1.000000,8.0300,40.13
452037,6340176,"","Cautious Fund - Currency US Dollar","CTUSD","USD","USD",2.9005,1768.409,5129.27,5129.27,20231018,1.000000,3.3535,14.62
452037,6340176,"","Defensive Fund - Currency US Dollar","DFUSD","USD","USD",2.0900,1610.064,3365.03,3365.03,20231018,1.000000,2.4556,9.59
452037,6340176,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,1450.988,12515.06,12515.06,20231018,1.000000,9.6491,35.66
452037,8107128,"","Blue Chip Fund - Currency Sterling","BCGBP","GBP","GBP",6.4772,2755.454,17847.62,17847.62,20231018,1.000000,7.0611,33.74
452037,8107128,"","ZI Jupiter Ecology fund","GDGBP","GBP","GBP",5.0517,1046.394,5286.06,5286.06,20231018,1.000000,5.3810,9.99
452037,8107128,"","ZI CT Global Select.","GMGBP","GBP","GBP",3.1580,3529.170,11145.11,11145.11,20231018,1.000000,3.2216,21.07
452037,8107128,"","Performance Fund - Currency Sterling","PFGBP","GBP","GBP",8.3862,2219.245,18611.03,18611.03,20231018,1.000000,8.9269,35.19
452037,8108224,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,4562.743,30051.59,30051.59,20231018,1.000000,5.1556,30.20
452037,8108224,"","Blue Chip Fund - Currency US Dollars","BCUSD","USD","USD",7.8683,3627.638,28543.34,28543.34,20231018,1.000000,6.5029,28.68
452037,8108224,"","Performance Fund - Currency US Dollars","PFUSD","USD","USD",8.6252,4743.239,40911.38,40911.38,20231018,1.000000,6.6079,41.11
452037,8110005,"","ZI Templeton Global Bond Fund","TEUSD","USD","USD",1.7803,15905.163,28315.96,28315.96,20231018,1.000000,2.0512,13.88
452037,8110005,"","ZI Fidelity Funds Global Dividend","USDFT","USD","USD",1.8350,27771.419,50960.55,50960.55,20231018,1.000000,1.8794,24.98
452037,8110005,"","ZI Fidelity World $","USDKV","USD","USD",2.0709,22246.422,46070.11,46070.11,20231018,1.000000,2.2496,22.58
452037,8110005,"","ZI Franklin High Yield $","USDMF","USD","USD",1.5643,20035.289,31341.20,31341.20,20231018,1.000000,1.6281,15.36
452037,8110005,"","ZI Jupiter Merlin Int. Equities Portfolio USD","Z9USD","USD","USD",2.2301,21222.080,47327.36,47327.36,20231018,1.000000,2.3578,23.20
452037,8111427,"","Adventurous Fund - Currency US Dollars","ADUSD","USD","USD",6.5863,798.203,5257.20,5257.20,20231018,1.000000,4.7481,38.87
