ExtractTime,DatabaseDate,PlanID,PlanNumber,FirstPolicyNumber,PlanType,ProductName,PolicyCount,PlanStatus,PlanCurrencyISO,ValuationCurrencyISO,CommencementDate,Premium,PremiumStatus,PremiumFrequency,PremiumPaymentMethod,CCNumber,CCExpiryDate,IntermediaryID,IntermediaryReference,IntermediaryName,IntermediaryAddress1,IntermediaryAddress2,IntermediaryAddress3,IntermediaryAddress4,IntermediaryAddress5,IntermediaryPostCode,IntermediaryCountry,FundAdvisorReference,FundAdvisorName,TermInMonths
01/11/2023 14:29:30,01/11/2023 06:39:13,911931,768274,1,Bond,Reserve - Whole of Life,0,Surrendered,USD,USD,17/09/2009,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,913190,770381,1,Bond,Reserve - Whole of Life,0,Surrendered,CHF,CHF,02/11/2010,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,915222,773863,1,Bond,Reserve - Capital Redemption Bond,0,Surrendered,GBP,GBP,06/02/2012,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,916783,776439,1,Bond,Reserve - Whole of Life,100,In Force,EUR,EUR,31/12/2012,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,917825,778404,1,Bond,Reserve - Capital Redemption Bond,0,Surrendered,GBP,GBP,11/09/2013,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,1,Bond,Reserve - Whole of Life,100,In Force,GBP,GBP,03/02/2015,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,1,Bond,Reserve - Whole of Life,100,In Force,GBP,GBP,06/05/2015,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,921561,784503,1,Bond,Reserve - Capital Redemption Bond,0,Surrendered,GBP,GBP,02/03/2016,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,1,Bond,Reserve - Whole of Life,100,In Force,USD,USD,11/04/2016,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,931398,785298,1,Bond,Reserve - Whole of Life,100,In Force,GBP,GBP,16/08/2016,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,922061,786122,1,Bond,Reserve - Whole of Life,100,In Force,GBP,GBP,26/02/2017,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,922202,786378,1,Bond,Reserve - Whole of Life,100,In Force,GBP,GBP,09/11/2016,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,955320,789064,1,Bond,Reserve - Whole of Life,100,In Force,GBP,GBP,29/04/2019,,,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,627862,PN000079004,79004,Life,Premier Advance,1,In Force,USD,USD,10/12/2014,500,Paid Up,Monthly,ROW CC,************0000,122016,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,300
01/11/2023 14:29:30,01/11/2023 06:39:13,901759,PN100001850,100001851,Life,International Protector Middle East,1,In Force,USD,USD,29/04/2017,66.66,Premium Paying,Monthly,ROW CC,************5226,112025,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,420
01/11/2023 14:29:30,01/11/2023 06:39:13,813094,PN100002211,,Life,International Protector Middle East,2,Proposal,EUR,EUR,14/05/2017,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,827429,PN100003284,,Life,International Protector Middle East,2,Proposal,USD,USD,21/06/2017,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,827430,PN100003286,,Life,International Protector Middle East,2,Proposal,USD,USD,21/06/2017,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,827744,PN100003369,100003371,Life,International Protector Middle East,2,Lapsed,USD,USD,12/07/2017,146.17,Lapsed,Monthly,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,120
01/11/2023 14:29:30,01/11/2023 06:39:13,828292,PN100003647,,Life,International Protector Middle East,2,Proposal,GBP,GBP,06/07/2017,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,828294,PN100003650,100003651,Life,International Protector Middle East,1,Lapsed,GBP,GBP,16/07/2017,,Lapsed,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,336
01/11/2023 14:29:30,01/11/2023 06:39:13,828907,PN100003917,100003918,Life,International Protector Middle East,1,In Force,EUR,EUR,06/08/2017,294.73,Premium Paying,Monthly,ROW CC,************7260,052027,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,240
01/11/2023 14:29:30,01/11/2023 06:39:13,929233,PN100009951,100009951,Life,Purpose Saver,1,In Force,SGD,SGD,08/05/2018,2000,Premium Paying,Monthly,DD Singapore,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,120
01/11/2023 14:29:30,01/11/2023 06:39:13,893016,PN100012554,100012554,Life,Premier Advance,1,In Force,USD,USD,01/08/2018,500,Premium Paying,Monthly,ROW CC,************1322,062024,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,0009327712,Skybound Wealth Management SA,300
01/11/2023 14:29:30,01/11/2023 06:39:13,893370,PN100026637,100026642,Life,International Protector Middle East,1,Lapsed,USD,USD,08/02/2021,,Lapsed,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,228
01/11/2023 14:29:30,01/11/2023 06:39:13,893374,PN100026645,100026646,Life,International Protector Middle East,1,Lapsed,USD,USD,19/01/2021,,Lapsed,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,252
01/11/2023 14:29:30,01/11/2023 06:39:13,894096,PN100026818,,Life,International Protector Middle East,3,Proposal,GBP,GBP,01/02/2021,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,894257,PN100026875,100026876,Life,International Protector Middle East,1,In Force,USD,USD,03/06/2021,200,Premium Paying,Monthly,ROW CC,************6143,042028,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,240
01/11/2023 14:29:30,01/11/2023 06:39:13,894638,PN100026965,,Life,International Protector Middle East,2,Proposal,USD,USD,22/02/2021,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,894639,PN100026967,,Life,International Protector Middle East,2,Proposal,USD,USD,22/02/2021,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,894641,PN100026971,,Life,International Protector Middle East,2,Proposal,USD,USD,22/02/2021,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,894673,PN100026999,,Life,International Protector Middle East,2,Proposal,USD,USD,23/02/2021,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,894911,PN100027073,100027074,Life,International Protector Middle East,1,In Force,GBP,GBP,01/03/2021,105.32,Premium Paying,Monthly,Standing Order,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,300
01/11/2023 14:29:30,01/11/2023 06:39:13,894914,PN100027080,100027081,Life,International Protector Middle East,1,In Force,GBP,GBP,01/03/2021,54.46,Premium Paying,Monthly,Standing Order,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,300
01/11/2023 14:29:30,01/11/2023 06:39:13,895686,PN100027275,100027276,Life,International Protector Middle East,1,Lapsed,USD,USD,01/05/2021,,Lapsed,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,372
01/11/2023 14:29:30,01/11/2023 06:39:13,895963,PN100027385,,Life,International Protector Middle East,2,Proposal,USD,USD,08/04/2021,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,895964,PN100027387,100027388,Life,International Protector Middle East,1,In Force,USD,USD,29/04/2021,2153.02,Premium Paying,Annual,Standing Order,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,324
01/11/2023 14:29:30,01/11/2023 06:39:13,896821,PN100027647,,Life,International Protector Middle East,2,Proposal,GBP,GBP,09/05/2021,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,896825,PN100027657,,Life,International Protector Middle East,3,Proposal,USD,USD,10/05/2021,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,897882,PN100027845,100027846,Life,International Protector Middle East,1,In Force,USD,USD,22/06/2021,146.5,Premium Paying,Monthly,ROW CC,************8419,062028,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,264
01/11/2023 14:29:30,01/11/2023 06:39:13,897914,PN100027872,100027873,Life,International Protector Middle East,1,In Force,GBP,GBP,01/07/2021,126.94,Premium Paying,Monthly,ROW CC,************1084,112027,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,192
01/11/2023 14:29:30,01/11/2023 06:39:13,899140,PN100028128,,Life,International Protector Middle East,2,Proposal,USD,USD,07/12/2021,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,900454,PN100028500,100028501,Life,International Protector Middle East,1,In Force,USD,USD,05/10/2021,4078.18,Premium Paying,Annual,ROW CC,************1477,052025,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,324
01/11/2023 14:29:30,01/11/2023 06:39:13,901092,PN100028701,100028702,Life,International Protector Middle East,1,In Force,EUR,EUR,25/02/2022,178.1,Premium Paying,Monthly,ROW CC,************0286,022025,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,240
01/11/2023 14:29:30,01/11/2023 06:39:13,901572,PN100028803,,Life,International Protector Middle East,3,Proposal,EUR,EUR,07/12/2021,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,901851,PN100028856,100028857,Life,International Protector Middle East,1,In Force,GBP,GBP,08/04/2022,265.38,Premium Paying,Monthly,ROW CC,************4022,122027,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,252
01/11/2023 14:29:30,01/11/2023 06:39:13,902371,PN100028909,100028910,Life,International Protector Middle East,1,In Force,USD,USD,01/02/2022,186.96,Premium Paying,Monthly,ROW CC,************1366,102026,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,324
01/11/2023 14:29:30,01/11/2023 06:39:13,903064,PN100028992,100028993,Life,International Protector Middle East,1,In Force,USD,USD,18/02/2022,182.45,Premium Paying,Monthly,ROW CC,************7830,122025,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,360
01/11/2023 14:29:30,01/11/2023 06:39:13,927326,PN100029248,100029249,Life,International Protector Middle East,1,In Force,USD,USD,09/05/2022,2149.84,Premium Paying,Annual,Telegraphic Transfer(IBAN),,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,336
01/11/2023 14:29:30,01/11/2023 06:39:13,927553,PN100029330,100029331,Life,International Protector Middle East,1,Lapsed,USD,USD,10/04/2022,,Lapsed,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,324
01/11/2023 14:29:30,01/11/2023 06:39:13,928110,PN100029414,,Life,International Protector Middle East,2,Proposal,EUR,EUR,31/05/2022,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,928173,PN100029417,100029418,Life,International Protector Middle East,1,In Force,USD,USD,01/07/2022,159.61,Premium Paying,Monthly,ROW CC,************5254,122024,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,252
01/11/2023 14:29:30,01/11/2023 06:39:13,928220,PN100029422,100029423,Life,International Protector Middle East,1,Lapsed,USD,USD,01/06/2022,,Lapsed,,,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,60
01/11/2023 14:29:30,01/11/2023 06:39:13,928266,PN100029428,100029429,Life,International Protector Middle East,1,In Force,USD,USD,17/06/2022,1850.28,Premium Paying,Annual,ROW CC,************6531,032025,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,120
01/11/2023 14:29:30,01/11/2023 06:39:13,928913,PN100029481,,Life,International Protector Middle East,3,Proposal,GBP,GBP,22/06/2022,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,929039,PN100029535,,Life,International Protector Middle East,2,Proposal,GBP,GBP,29/06/2022,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,929483,PN100029611,100029612,Life,International Protector Middle East,1,In Force,EUR,EUR,27/07/2022,150,Premium Paying,Monthly,ROW CC,************9653,102006,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,180
01/11/2023 14:29:30,01/11/2023 06:39:13,930257,PN100029847,,Life,International Protector Middle East,3,Proposal,GBP,GBP,07/09/2022,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,931520,PN100030286,,Life,International Protector Middle East,2,Proposal,GBP,GBP,21/11/2022,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,934001,PN100030691,100030692,Life,International Protector Middle East,1,In Force,USD,USD,24/05/2023,251.6,Premium Paying,Monthly,ROW CC,************3660,012028,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,288
01/11/2023 14:29:30,01/11/2023 06:39:13,934489,PN100030810,100030811,Life,International Protector Middle East,1,In Force,EUR,EUR,02/05/2023,179.83,Premium Paying,Monthly,ROW CC,************0335,052027,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,252
01/11/2023 14:29:30,01/11/2023 06:39:13,934789,PN100030866,,Life,International Protector Middle East,3,Proposal,USD,USD,16/03/2023,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,934791,PN100030870,,Life,International Protector Middle East,2,Proposal,USD,USD,16/03/2023,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,934831,PN100030874,,Life,International Protector Middle East,3,Proposal,EUR,EUR,17/03/2023,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,936705,PN100030992,,Life,International Protector Middle East,4,Proposal,GBP,GBP,05/04/2023,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,938121,PN100031049,,Life,International Protector Middle East,2,Proposal,GBP,GBP,18/04/2023,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,939296,PN100031101,,Life,International Protector Middle East,3,Proposal,GBP,GBP,01/05/2023,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,939297,PN100031104,,Life,International Protector Middle East,3,Proposal,GBP,GBP,01/05/2023,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
01/11/2023 14:29:30,01/11/2023 06:39:13,939315,PN100031111,,Life,International Protector Middle East,4,Proposal,GBP,GBP,02/05/2023,,Unknown,,CASH,,,7072,0009327712,Skybound Wealth Management SA,20 Route De Pre- Bois,1216 Cointrin Meyrin,,,Geneva,,Switzerland,,,
