ExtractTime,DatabaseDate,PlanID,PlanNumber,InvestmentDescription,InvestmentCategory,FundCode,FundISINCode,UnitsHeld,UnitPrice,PriceDate,InvestmentCurrencyISO,InvestmentCurrencyValue,ExchangeRate,ExchangeRateDate,ValuationCurrencyISO,ValuationCurrencyValue,BookCost,InterestAccruedValue,InterestAccruedDays
01/11/2023 14:29:30,01/11/2023 06:39:13,922061,786122,UBS Lux Fund (UBTP) - Blm Barc Tips1-10 HD (GBP),Exchange Traded Funds,BYWK760,LU1459801947,2152,13.8837,31/10/2023,GBP,29877.72,1,,GBP,29878,32617.87,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,922061,786122,Vanguard Investment Series - Global Bd Indx Hdgd Acc (GBP),Collective Funds,B50W2R1,IE00B50W2R13,179.23,138.7774,31/10/2023,GBP,24873.07,1,,GBP,24873,29367,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,922061,786122,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,1062,37.37,31/10/2023,GBP,39686.94,1,,GBP,39687,45664.95,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,922202,786378,BBVA (CS) 6y Classic AC 11% - Note 9 05/06/29 (GBP),Structured Investments,3R7KV51,XS2491385683,55000,85.15,27/10/2023,GBP,46832.5,1,,GBP,46832,55000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,922202,786378,FundSmith SICAV - Equity Fund I Acc (USD),Collective Funds,B9QN5S8,LU0893933373,2012.14,31.467,31/10/2023,USD,63316.01,0.824062628759786,31/10/2023,GBP,52176,42998.61,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,922202,786378,ISHARES III PLC - MSCI World Acc (IWDA) (USD),Exchange Traded Funds,B4L5Y98,IE00B4L5Y983,1058,78.85,31/10/2023,USD,83423.3,0.824062628759786,31/10/2023,GBP,68746,70941.74,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,922202,786378,Ishares IV Plc (SDIA) - USD Short Dur Corp Bd Ucit ($),Exchange Traded Funds,BYXYYP9,IE00BYXYYP94,17844,5.477,31/10/2023,USD,97731.59,0.824062628759786,31/10/2023,GBP,80537,80650.05,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,922202,786378,Lazard Global Investments - Rathmore Alt C Acc (USD),Collective Funds,BFZ4RY4,IE00BFZ4RY41,781.396,125.7803,31/10/2023,USD,98284.22,0.824062628759786,31/10/2023,GBP,80992,81666.32,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,922202,786378,Morgan Stanley IF Global - Quality Z Acc (USD),Collective Funds,BCDPBM4,LU0955011258,1141.714,55.26,31/10/2023,USD,63091.12,0.824062628759786,31/10/2023,GBP,51991,52922.73,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,922202,786378,Royal London UTM Short Term - Money Market Y Acc (GBP),Collective Funds,B8XYYQ8,GB00B8XYYQ86,75872.195,1.075142,31/10/2023,GBP,81573.38,1,,GBP,81573,81179,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,922202,786378,Schroder GAIA - Helix C Hedged Acc (GBP),Collective Funds,BZ1MKF4,LU1809996801,894.07,108.84,31/10/2023,GBP,97310.58,1,,GBP,97311,97776,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,922202,786378,T Bailey Fund Services - TB Evenlode Income B Acc (GBP),Collective Funds,BD0B7C4,GB00BD0B7C49,27760.881,3.7627,30/10/2023,GBP,104455.87,1,,GBP,104456,107157,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955320,789064,Fundsmith (UK) - Equity I Inc Nav (GBP),Collective Funds,B4MR8G8,GB00B4MR8G82,5946.66,5.5078,31/10/2023,GBP,32753.01,1,,GBP,32753,33472.53,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955320,789064,Guinness AM Global - Equity Income Y (GBP),Collective Funds,BVYPP13,IE00BVYPP131,1220.83,18.4414,31/10/2023,GBP,22513.81,1,,GBP,22514,23173.29,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955320,789064,IShares (IGHY.LN) Gbl High - Yield Bond UCITS ETF (GBP),Exchange Traded Funds,B81BLN7,IE00B74DQ490,354,65.56,31/10/2023,GBP,23208.24,1,,GBP,23208,23157.98,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955320,789064,iShares UK Credit Bond - Index Fund (IE) D Acc (GBP),Collective Funds,BD0NC47,IE00BD0NC474,2978.22,9.571,31/10/2023,GBP,28504.54,1,,GBP,28505,28322.91,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955320,789064,Pimco Fd Glbl Invstrs Glbl Inv - Grde Crdt Inst Acc Hgd GBP,Collective Funds,B0HZNB9,IE00B0HZNB91,1075.077,18.71,31/10/2023,GBP,20114.69,1,,GBP,20115,20598.48,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955320,789064,Vanguard (VAPX) - FTSE Dev Asia Pac ETF (GBP),Exchange Traded Funds,B9MSLC3,IE00B9F5YL18,1381,18.2665,31/10/2023,GBP,25226.04,1,,GBP,25226,25735.27,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955320,789064,Vanguard Funds Plc - FTSE Emrg Mkts ETF (GBP),Exchange Traded Funds,B7NLLK5,IE00B3VVMM84,243,41.49,31/10/2023,GBP,10082.07,1,,GBP,10082,10271.6,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955320,789064,Vanguard Inv Serv Global Short - Term Bond Index Hgd Acc (GBP),Collective Funds,BH65QG5,IE00BH65QG55,291.59,106.219,31/10/2023,GBP,30972.4,1,,GBP,30972,30897.72,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955320,789064,Vanguard Investment Series - Global Bd Indx Hdgd Acc (GBP),Collective Funds,B50W2R1,IE00B50W2R13,217.57,138.7774,31/10/2023,GBP,30193.8,1,,GBP,30194,30897.72,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,958950,780878,BlackRock Lux SA - World Technology Fund D2 (GBP),Collective Funds,B8KMZ39,LU0827890491,334.45,54.55,31/10/2023,GBP,18244.25,1,,GBP,18244,21982.64,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,958950,780878,Fundsmith LLP - Equity Instil Acc NAV (GBP),Collective Funds,B41YBW7,GB00B41YBW71,11655.23,6.1197,31/10/2023,GBP,71326.51,1,,GBP,71327,73307.32,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,958950,780878,KBA Consulting MGM Lindsell - Train Gbl Eqty B Inc NAV (GBP),Collective Funds,B3NS4D2,IE00B3NS4D25,13211.957,3.9625,31/10/2023,GBP,52352.38,1,,GBP,52352,50223.99,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,958950,780878,Schroder GAIA - Helix C Hedged Acc (GBP),Collective Funds,BZ1MKF4,LU1809996801,672.29,108.84,31/10/2023,GBP,73172.04,1,,GBP,73172,73111,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,958950,780878,T Bailey Fund Services - TB Evenlode Income B Acc (GBP),Collective Funds,BD0B7C4,GB00BD0B7C49,15783.332,3.7627,30/10/2023,GBP,59387.94,1,,GBP,59388,61048.35,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,958950,780878,Wisdomtree Issuer (GGRG) Gbl - Qty Div Gth UCT ETF (GBP),Exchange Traded Funds,BYZK6Q0,IE00BZ56SW52,2718,26.13,31/10/2023,GBP,71021.34,1,,GBP,71021,73104.89,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,956404,781929,Fundsmith LLP - Equity Instil Acc NAV (GBP),Collective Funds,B41YBW7,GB00B41YBW71,16696.35,6.1197,31/10/2023,GBP,102176.65,1,,GBP,102177,77409.26,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,956404,781929,Vanguard Inv UK Ltd - Lfestrategy 100% Eqty Acc GBP,Collective Funds,B41XG30,GB00B41XG308,368.862,295.8601,30/10/2023,GBP,109131.55,1,,GBP,109132,77409.26,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955860,787968,Abrdn OEIC II - Gbl Smaller Cos Pltfrm 1 (GBP),Collective Funds,B7KVX24,GB00B7KVX245,3308.862,1.462,31/10/2023,GBP,4837.56,1,,GBP,4838,7296.04,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955860,787968,Blackrock Index Select IShares - DVLPD World Index D Cl A (GBP),Collective Funds,BD0NCL4,IE00BD0NCL49,654.69,17.252,31/10/2023,GBP,11294.71,1,,GBP,11295,10944.06,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955860,787968,DB X-Trackers (XDEV) - MSCI World Value Factor,Exchange Traded Funds,BRCJ8L0,IE00BL25JM42,372,30.52,31/10/2023,GBP,11353.44,1,,GBP,11353,10212.38,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955860,787968,Fidelity Inv Mgmt LUX - Global Dividend W Acc Nav GBP,Collective Funds,BJVDYY2,LU1033663052,3906.85,2.351,31/10/2023,GBP,9185,1,,GBP,9185,8755.25,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955860,787968,FundSmith SICAV - Equity Fund I Acc (GBP),Collective Funds,BMH4M80,LU1053186349,263.14,36.39,31/10/2023,GBP,9575.66,1,,GBP,9576,10214.45,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955860,787968,UBS Lux Fund (UBTP) - Blm Barc Tips1-10 HD (GBP),Exchange Traded Funds,BYWK760,LU1459801947,435,13.8837,31/10/2023,GBP,6039.41,1,,GBP,6039,6555.98,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955860,787968,Vanguard Investment Series - Global Bd Indx Hdgd Acc (GBP),Collective Funds,B50W2R1,IE00B50W2R13,35.41,138.7774,31/10/2023,GBP,4914.11,1,,GBP,4914,5836.83,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,955860,787968,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,276,37.37,31/10/2023,GBP,10314.12,1,,GBP,10314,10940.58,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,947945,791248,Fundsmith LLP - Equity Instil Acc NAV (GBP),Collective Funds,B41YBW7,GB00B41YBW71,7256.49,6.1197,31/10/2023,GBP,44407.54,1,,GBP,44408,39557.26,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,947945,791248,Vanguard Investments UK Ltd - Lifestrat 80% Equity Acc (GBP),Collective Funds,B4PQW15,GB00B4PQW151,179.431,251.3217,30/10/2023,GBP,45094.9,1,,GBP,45095,39557.26,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,958555,792309,Goldman Sachs Phys Unit - (AAAU) USD,Exchange Traded Funds,BM8KQW9,US38150K1034,1478,19.66,31/10/2023,USD,29057.48,1,31/10/2023,USD,29057,29998.5,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,958555,792309,IShares Physical Metals - Physical Silver (ISLN.L) USD,Exchange Traded Funds,B4NCWG0,IE00B4NCWG09,821,21.9675,31/10/2023,USD,18035.32,1,31/10/2023,USD,18035,17483.61,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,958555,792309,IShares Trust (IEF) - Barc 7-10 Yr Treas Bnd Fd USD,Exchange Traded Funds,2971494,US4642874402,723,89.58,31/10/2023,USD,64766.34,1,31/10/2023,USD,64766,70471.32,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,958555,792309,Marriott International Inc - Com Stk USD0.01 Cl A(MAR)($),USA & Canadian Equities,2210614,US5719032022,867,188.49,31/10/2023,USD,163420.83,1,31/10/2023,USD,163421,143540.52,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,958555,792309,Vaneck ETF TR (GDX) - Gold Miners ETF (USD),Exchange Traded Funds,BZ6C4J1,US92189F1066,558,27.99,31/10/2023,USD,15618.42,1,31/10/2023,USD,15618,19994.99,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944059,769563,Aberdeen Std SICAV II Global - Smaller Companies D Acc GBP,Collective Funds,BQPB2Z8,LU2530218457,1081.137,10.7016,31/10/2023,GBP,11569.9,1,,GBP,11570,12829.2,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944059,769563,Amundi MSCI Emerging Markets - SRI PAB UCITS (MSRG) GBP,Exchange Traded Funds,BKTHWG1,LU1861138961,244,39.51,31/10/2023,GBP,9640.44,1,,GBP,9640,10684.54,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944059,769563,Baring Intl (IRE) BGUF Baring - EN Eurp A GBP Dis Side pocket,Suspended Collective Funds,BPK6530,IE0007XS80G8,219.333,0,,GBP,0,1,,GBP,0,0,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944059,769563,Barings International (EIRE) - Eastern Euro Fd Cl A Inc (GBP),Collective Funds,B4VQT29,IE00B4VQT291,219.333,28.12,31/10/2023,GBP,6167.64,1,,GBP,6168,14555.08,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944059,769563,Blackrock Index Select IShares - DVLPD World Index D Cl A (GBP),Collective Funds,BD0NCL4,IE00BD0NCL49,936.38,17.252,31/10/2023,GBP,16154.43,1,,GBP,16154,16036.5,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944059,769563,DB X-Trackers (XDEV) - MSCI World Value Factor,Exchange Traded Funds,BRCJ8L0,IE00BL25JM42,485,30.52,31/10/2023,GBP,14802.2,1,,GBP,14802,13892.12,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944059,769563,Fidelity Inv Mgmt LUX - Global Dividend W Acc Nav GBP,Collective Funds,BJVDYY2,LU1033663052,4751.56,2.351,31/10/2023,GBP,11170.92,1,,GBP,11171,10691,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944059,769563,Morgan Stanley IF - Global Sustain ZH Acc (GBP),Collective Funds,BMCTM35,LU2174786934,466.686,28.76,31/10/2023,GBP,13421.89,1,,GBP,13422,12829.2,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944059,769563,Xtrackers (IE) Plc (XDEB) - MSCI World Min Vol (GBP),Exchange Traded Funds,BRCJ8N2,IE00BL25JN58,376,30.29,31/10/2023,GBP,11389.04,1,,GBP,11389,11735.07,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944059,769563,XTrackers (IE) PLC MSCI World - Momentum UCITS E,Exchange Traded Funds,BRCJ8M1,IE00BL25JP72,391,37.37,31/10/2023,GBP,14611.67,1,,GBP,14612,14937.66,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944060,769646,Fundsmith (UK) - Equity I Inc Nav (GBP),Collective Funds,B4MR8G8,GB00B4MR8G82,2422.68,5.5078,31/10/2023,GBP,13343.64,1,,GBP,13344,12400,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944060,769646,Invesco Management - Sterling Bond Fund C Acc (GBP),Collective Funds,BFLV556,LU1775981431,4335.21,5.0832,31/10/2023,GBP,22036.74,1,,GBP,22037,24800,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944060,769646,IShares - GBP Corporate Bond (SLXX.L) GBP,Exchange Traded Funds,B00FV01,IE00B00FV011,157,116.41,31/10/2023,GBP,18276.37,1,,GBP,18276,24794.42,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944060,769646,JO Hambro Capital - Gbl Opps A Dis NAV (GBP),Collective Funds,B89PQM5,IE00B89PQM59,2998.066,2.424,31/10/2023,GBP,7267.31,1,,GBP,7267,6200,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944060,769646,Vanguard Inv UK Ltd - Lifestratgy 60% Eqty Acc (GBP),Collective Funds,B3TYHH9,GB00B3TYHH97,114.118,211.8212,30/10/2023,GBP,24172.61,1,,GBP,24173,24800,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944060,769646,Vanguard Invest Lifestrategy - 40 Percent Equity Acc (GBP),Collective Funds,B3ZHN96,GB00B3ZHN960,127.605,177.1088,30/10/2023,GBP,22599.97,1,,GBP,22600,24800,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944061,770520,Guinness Asset Mgt - Global Energy C Acc GBP,Collective Funds,B3CCJ96,IE00B3CCJ963,1303.36,12.8538,31/10/2023,GBP,16753.13,1,,GBP,16753,15000,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944062,770804,Guinness Asset Mgt - Global Energy C Acc GBP,Collective Funds,B3CCJ96,IE00B3CCJ963,994.33,12.8538,31/10/2023,GBP,12780.92,1,,GBP,12781,11443.46,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944069,774508,Aberdeen Std SICAV II Global - Smaller Companies D Acc GBP,Collective Funds,BQPB2Z8,LU2530218457,728.38,10.7016,31/10/2023,GBP,7794.83,1,,GBP,7795,8766.2,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944069,774508,Amundi MSCI Emerging Markets - SRI PAB UCITS (MSRG) GBP,Exchange Traded Funds,BKTHWG1,LU1861138961,173,39.51,31/10/2023,GBP,6835.23,1,,GBP,6835,7126.61,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944069,774508,Blackrock Index Select IShares - DVLPD World Index D Cl A (GBP),Collective Funds,BD0NCL4,IE00BD0NCL49,751.97,17.252,31/10/2023,GBP,12972.99,1,,GBP,12973,12483.38,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944069,774508,DB X-Trackers (XDEV) - MSCI World Value Factor,Exchange Traded Funds,BRCJ8L0,IE00BL25JM42,360,30.52,31/10/2023,GBP,10987.2,1,,GBP,10987,10682.94,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944069,774508,Fidelity Inv Mgmt LUX - Global Dividend W Acc Nav GBP,Collective Funds,BJVDYY2,LU1033663052,4260.8,2.351,31/10/2023,GBP,10017.14,1,,GBP,10017,9808.37,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944069,774508,Morgan Stanley IF - Global Quality Z Acc (GBP),Collective Funds,BMG7GC2,LU2502369130,429.893,25.57,31/10/2023,GBP,10992.36,1,,GBP,10992,10700.04,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,944069,774508,UBS Lux Fund (UBTP) - Blm Barc Tips1-10 HD (GBP),Exchange Traded Funds,BYWK760,LU1459801947,574,13.8837,31/10/2023,GBP,7969.24,1,,GBP,7969,8019.22,0,0
