ExtractTime,DatabaseDate,PlanID,PlanNumber,AccountRef,AccountType,CurrencyISO,PostingDate,Details,Amount,StatementKey
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/01/2023,Fund Adviser Fee period up to 31-DEC-2022,-186.53,3503
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/01/2023,Establishment Charge period up to 31-DEC-2022,-233,3504
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/01/2023,Administration Charge period up to 31-DEC-2022,-114.5,3505
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,06/01/2023,Withdrawal APBC022399 AH-60120,-995,3506
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,06/01/2023,TT Charge Notional AH-60120,-1,3507
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,31/03/2023,Interest,-36.54,3508
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/04/2023,Fund Adviser Fee period up to 31-MAR-2023,-187.65,3602
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/04/2023,Establishment Charge period up to 31-MAR-2023,-233,3603
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/04/2023,Administration Charge period up to 31-MAR-2023,-128,3604
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,30/06/2023,Interest,-46.65,3605
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/07/2023,Fund Adviser Fee period up to 30-JUN-2023,-187.89,3702
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/07/2023,Establishment Charge period up to 30-JUN-2023,-233,3703
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/07/2023,Administration Charge period up to 30-JUN-2023,-128,3704
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,30/09/2023,Interest,-59.11,3705
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/10/2023,Administration Charge period up to 30-SEP-2023,-128,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/10/2023,Establishment Charge period up to 30-SEP-2023,-233,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/10/2023,Fund Adviser Fee period up to 30-SEP-2023,-185.74,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,919763,781507,78150700,General Transactions Account,GBP,01/11/2023 14:29:30,Current Balance,-4698.17,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,10178242700,General Transactions Account,EUR,01/11/2023 14:29:30,Balance Brought Forward,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,10178242700,General Transactions Account,EUR,01/11/2023 14:29:30,Current Balance,0,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,178242700,General Transactions Account,USD,01/11/2023 14:29:30,Balance Brought Forward,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,178242700,General Transactions Account,USD,01/11/2023 14:29:30,Current Balance,0,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/07/2022,Balance Brought Forward,1138.94,0
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/07/2022,Fund Adviser Fee period up to 30-JUN-2022,-125.4,3402
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/07/2022,Establishment Charge period up to 30-JUN-2022,-140,3403
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/07/2022,Administration Charge period up to 30-JUN-2022,-114.5,3404
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,31/07/2022,period up to 31-JUL-2022 782427 Safekeeping Fees,-0.33,3405
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,31/08/2022,period up to 31-AUG-2022 782427 Safekeeping Fees,-0.33,3406
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,30/09/2022,period up to 30-SEP-2022 782427 Safekeeping Fees,-0.32,3407
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/10/2022,Fund Adviser Fee period up to 30-SEP-2022,-124.24,3502
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/10/2022,Establishment Charge period up to 30-SEP-2022,-140,3503
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/10/2022,Administration Charge period up to 30-SEP-2022,-114.5,3504
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,31/10/2022,period up to 31-OCT-2022 782427 Safekeeping Fees,-0.32,3505
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,30/11/2022,period up to 30-NOV-2022 782427 Safekeeping Fees,-0.33,3506
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,31/12/2022,period up to 31-DEC-2022 782427 Safekeeping Fees,-0.33,3602
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,31/12/2022,Interest,0.34,3603
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/01/2023,Fund Adviser Fee period up to 31-DEC-2022,-126.62,3604
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/01/2023,Establishment Charge period up to 31-DEC-2022,-140,3605
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/01/2023,Administration Charge period up to 31-DEC-2022,-114.5,3606
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,13/01/2023,Withdrawal APBC022459 AH-60277,-300,3607
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,13/01/2023,TT Charge Notional AH-60277,-1,3608
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,31/01/2023,period up to 31-JAN-2023 782427 Safekeeping Fees,-0.33,3609
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,28/02/2023,period up to 28-FEB-2023 782427 Safekeeping Fees,-0.33,3610
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,31/03/2023,period up to 31-MAR-2023 782427 Safekeeping Fees,-0.33,3611
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,31/03/2023,Interest,-3.32,3612
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/04/2023,Fund Adviser Fee period up to 31-MAR-2023,-128.09,3702
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/04/2023,Establishment Charge period up to 31-MAR-2023,-140,3703
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/04/2023,Administration Charge period up to 31-MAR-2023,-128,3704
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,30/04/2023,period up to 30-APR-2023 782427 Safekeeping Fees,-0.33,3705
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Sale       GBP21.000000 @ GBP36.5862 Bgn1157305 - XTrackers (IE) PLC MSCI World -- Momentum UCITS E,740.81,3706
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Sale       GBP35.000000 @ GBP29.25187 Bgn1157307 DB - X-Trackers (XDEV) -- MSCI World Value Factor,996.32,3707
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Sale       GBP17.000000 @ GBP41.34055 Bgn1157311 - Amundi MSCI Emerging Markets -- SRI PAB UCITS (MSRG) GBP,675.29,3708
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Purchase   GBP65.000000 @ GBP62.715599 Bgn1157313 - IShares III Plc (SWDA) -- MSCI World Acc (GBP),-4104.01,3709
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Purchase   GBP16.000000 @ GBP156.92449 Bgn1157314 - Invesco Physical (SGLP) -- Secured Gold Lkd Nts (GBP),-2538.29,3710
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Purchase   GBP33.000000 @ GBP14.372315 Bgn1157315 UBS - Lux Fund (UBTP) -- Blm Barc Tips1-10 HD (GBP),-501.79,3711
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Investment Fee - BRCJ8M1 XTrackers (IE) PLC MSCI World - Momentum U,-20,3712
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Investment Fee - BRCJ8L0 DB X-Trackers (XDEV) MSCI - World Value Fa,-20,3713
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Investment Fee - BKTHWG1 Amundi MSCI Emerging Markets - SRI PAB UCI,-20,3714
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Investment Fee - B4L60Z9 IShares III Plc (SWDA) MSCI - World Acc (G,-20,3715
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Investment Fee - B4PYKC6 Invesco Physical (SGLP) - Secured Gold Lkd,-20,3716
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Investment Fee - BYWK760 UBS Lux Fund (UBTP) Blm Barc - Tips1-10 HD,-20,3717
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Investment Fee - B50W2R1 Vanguard Investment Series - Global Bd Ind,-6.98,3802
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,09/05/2023,Purchase   4.690000 @ GBP144.4985 Bgn1157132 Vanguard - Investment Series -- Global Bd Indx Hdgd Acc (GBP),-677,3803
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,11/05/2023,Sale       392.555000 @ GBP11.6787 Bgn1157131 Aberdeen - Std SICAV II Global -- Smaller Companies D Acc GBP,4584.53,3804
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,11/05/2023,Purchase   686.480000 @ GBP9.7308 Bgn1157134 iShares - UK Credit Bond -- Index Fund (IE) D Acc (GBP),-6680,3805
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,11/05/2023,Investment Fee - BQPB2Z8 Aberdeen Std SICAV II Global - Smaller Com,-6.95,3806
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,11/05/2023,Investment Fee - BD0NC47 iShares UK Credit Bond Index - Fund (IE) D,-6.95,3807
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,12/05/2023,Purchase   241.425000 @ GBP25.54 Bgn1157133 Morgan - Stanley IF -- Global Quality Z Acc (GBP),-6166,3808
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,12/05/2023,Investment Fee - BMG7GC2 Morgan Stanley IF Global - Quality Z Acc (,-6.96,3809
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,17/05/2023,Sale       351.530000 @ GBP2.381 Bgn1157795 Fidelity - Inv Mgmt Lux -- Global Dividend W Acc Nav GBP,837,3810
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,17/05/2023,Investment Fee - BJVDYY2 Fidelity Inv Mgmt Lux Global - Dividend W,-6.95,3811
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,18/05/2023,Sale       467.790000 @ GBP17.029 Bgn1157792 Blackrock - Index Select IShare -- DVLPD World Index D Cl A (GBP),7966,3812
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,18/05/2023,Investment Fee - BD0NCL4 Blackrock Index Select - IShares DVLPD Wor,-6.96,3813
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,19/05/2023,Sale       184.550000 @ GBP37.9283 Bgn1157793 - Fundsmith SICAV -- Equity Fund I Acc (GBP),6999.67,3814
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,19/05/2023,Investment Fee - BMH4M80 Fundsmith SICAV Equity Fund I - Acc (GBP),-6.94,3815
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,31/05/2023,period up to 31-MAY-2023 782427 Safekeeping Fees,-0.39,3902
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,30/06/2023,period up to 30-JUN-2023 782427 Safekeeping Fees,-0.4,3903
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,30/06/2023,Dealing charges,-500.5,3904
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,30/06/2023,Interest,-18.35,3905
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/07/2023,Fund Adviser Fee period up to 30-JUN-2023,-125.24,4002
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/07/2023,Establishment Charge period up to 30-JUN-2023,-140,4003
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/07/2023,Administration Charge period up to 30-JUN-2023,-128,4004
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,31/07/2023,period up to 31-JUL-2023 782427 Safekeeping Fees,-0.4,4005
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,31/08/2023,period up to 31-AUG-2023 782427 Safekeeping Fees,-0.4,4006
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,30/09/2023,period up to 30-SEP-2023 782427 Safekeeping Fees,-0.4,4007
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,30/09/2023,Interest,1.53,4008
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/10/2023,Administration Charge period up to 30-SEP-2023,-128,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/10/2023,Establishment Charge period up to 30-SEP-2023,-140,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/10/2023,Fund Adviser Fee period up to 30-SEP-2023,-124.97,20231001
01/11/2023 14:29:30,01/11/2023 06:39:13,920363,782427,78242700,General Transactions Account,GBP,01/11/2023 14:29:30,Current Balance,-45.85,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,10178469100,General Transactions Account,EUR,01/11/2023 14:29:30,Balance Brought Forward,0,0
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,10178469100,General Transactions Account,EUR,01/11/2023 14:29:30,Current Balance,0,99999999
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/07/2022,Balance Brought Forward,42914.72,0
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/07/2022,Fund Adviser Fee period up to 30-JUN-2022,-388.25,3002
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/07/2022,Establishment Charge period up to 30-JUN-2022,-325,3003
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/07/2022,Administration Charge period up to 30-JUN-2022,-151.4,3004
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,31/07/2022,period up to 31-JUL-2022 784691 Safekeeping Fees,-1.21,3005
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,31/08/2022,period up to 31-AUG-2022 784691 Safekeeping Fees,-1.19,3006
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,30/09/2022,period up to 30-SEP-2022 784691 Safekeeping Fees,-1.11,3007
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/10/2022,Fund Adviser Fee period up to 30-SEP-2022,-367.46,3102
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/10/2022,Establishment Charge period up to 30-SEP-2022,-325,3103
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/10/2022,Administration Charge period up to 30-SEP-2022,-151.4,3104
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,31/10/2022,period up to 31-OCT-2022 784691 Safekeeping Fees,-1.18,3105
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,30/11/2022,period up to 30-NOV-2022 784691 Safekeeping Fees,-1.24,3106
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,31/12/2022,period up to 31-DEC-2022 784691 Safekeeping Fees,-1.23,3202
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,31/12/2022,Interest,46.81,3203
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/01/2023,Fund Adviser Fee period up to 31-DEC-2022,-391.2,3204
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/01/2023,Establishment Charge period up to 31-DEC-2022,-325,3205
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/01/2023,Administration Charge period up to 31-DEC-2022,-151.4,3206
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,31/01/2023,period up to 31-JAN-2023 784691 Safekeeping Fees,-1.28,3207
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,28/02/2023,period up to 28-FEB-2023 784691 Safekeeping Fees,-1.25,3208
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,31/03/2023,period up to 31-MAR-2023 784691 Safekeeping Fees,-1.26,3209
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,31/03/2023,Interest,67.2,3210
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/04/2023,Fund Adviser Fee period up to 31-MAR-2023,-403.79,3302
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/04/2023,Establishment Charge period up to 31-MAR-2023,-325,3303
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/04/2023,Administration Charge period up to 31-MAR-2023,-156.4,3304
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,30/04/2023,period up to 30-APR-2023 784691 Safekeeping Fees,-1.29,3305
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,31/05/2023,period up to 31-MAY-2023 784691 Safekeeping Fees,-1.24,3306
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,30/06/2023,period up to 30-JUN-2023 784691 Safekeeping Fees,-1.31,3307
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,30/06/2023,Interest,76.55,3308
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/07/2023,Fund Adviser Fee period up to 30-JUN-2023,-411.31,3402
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/07/2023,Establishment Charge period up to 30-JUN-2023,-325,3403
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,01/07/2023,Administration Charge period up to 30-JUN-2023,-156.4,3404
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,31/07/2023,period up to 31-JUL-2023 784691 Safekeeping Fees,-1.34,3405
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,31/08/2023,period up to 31-AUG-2023 784691 Safekeeping Fees,-1.33,3406
01/11/2023 14:29:30,01/11/2023 06:39:13,921635,784691,178469100,General Transactions Account,USD,30/09/2023,period up to 30-SEP-2023 784691 Safekeeping Fees,-1.29,3407
