ExtractTime,DatabaseDate,PlanID,PlanNumber,PolicyId,FundCode,FundISINCode,FundDescription,UnitType,UnitsHeld,BidPrice,PriceDate,FundCurrencyISO,FundCurrencyValue,ExchangeRate,ExchangeRateDate,ValuationCurrencyISO,ValuationCurrencyValue
01/11/2023 14:29:30,01/11/2023 06:39:13,620763,Q500002891,14251572,M65,GB0007577934,M65 Ninety One GS Sterling Money,A,4808.2231,3.119093,30/10/2023,GBP,14997.3,1.146565,31/10/2023,EUR,17195.38
01/11/2023 14:29:30,01/11/2023 06:39:13,620763,Q500002891,14251572,M65,GB0007577934,M65 Ninety One GS Sterling Money,I,343.8449,3.119093,30/10/2023,GBP,1072.48,1.146565,31/10/2023,EUR,1229.67
01/11/2023 14:29:30,01/11/2023 06:39:13,620763,Q500002891,14251572,P67,GB00B1FH3L40,P67 Mellon Global Bond,A,19467.5963,0.891064,30/10/2023,USD,17346.87,0.945309,31/10/2023,EUR,16398.15
01/11/2023 14:29:30,01/11/2023 06:39:13,620763,Q500002891,14251572,P67,GB00B1FH3L40,P67 Mellon Global Bond,I,4444.0982,0.891064,30/10/2023,USD,3959.98,0.945309,31/10/2023,EUR,3743.4
01/11/2023 14:29:30,01/11/2023 06:39:13,620763,Q500002891,14251572,P69,GB00B1FH3T26,P69 BlackRock Sustainable Energy,A,3710.8875,1.107645,30/10/2023,USD,4110.35,0.945309,31/10/2023,EUR,3885.55
01/11/2023 14:29:30,01/11/2023 06:39:13,620763,Q500002891,14251572,P69,GB00B1FH3T26,P69 BlackRock Sustainable Energy,I,934.3048,1.107645,30/10/2023,USD,1034.88,0.945309,31/10/2023,EUR,978.28
01/11/2023 14:29:30,01/11/2023 06:39:13,620765,Q500002893,14251223,P67,GB00B1FH3L40,P67 Mellon Global Bond,A,2527.7279,0.891064,30/10/2023,USD,2252.37,0.945309,31/10/2023,EUR,2129.19
01/11/2023 14:29:30,01/11/2023 06:39:13,620765,Q500002893,14251223,P67,GB00B1FH3L40,P67 Mellon Global Bond,I,129.6355,0.891064,30/10/2023,USD,115.51,0.945309,31/10/2023,EUR,109.19
01/11/2023 14:29:30,01/11/2023 06:39:13,620765,Q500002893,14251223,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,A,797.218,1.255825,30/10/2023,EUR,1001.17,1,,EUR,1001.17
01/11/2023 14:29:30,01/11/2023 06:39:13,620765,Q500002893,14251223,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,I,42.6255,1.255825,30/10/2023,EUR,53.53,1,,EUR,53.53
01/11/2023 14:29:30,01/11/2023 06:39:13,620765,Q500002893,14251223,R16,GB0005228837,R16 CT Select European Equity (GBP),A,1001.5833,9.633353,30/10/2023,GBP,9648.61,1.146565,31/10/2023,EUR,11062.76
01/11/2023 14:29:30,01/11/2023 06:39:13,620765,Q500002893,14251223,R16,GB0005228837,R16 CT Select European Equity (GBP),I,52.9382,9.633353,30/10/2023,GBP,509.97,1.146565,31/10/2023,EUR,584.71
01/11/2023 14:29:30,01/11/2023 06:39:13,620765,Q500002893,14251223,R30,IM00B28VQ442,R30 FSSA Asian Equity Plus,A,7401.1136,1.589391,30/10/2023,USD,11763.26,0.945309,31/10/2023,EUR,11119.92
01/11/2023 14:29:30,01/11/2023 06:39:13,620765,Q500002893,14251223,R30,IM00B28VQ442,R30 FSSA Asian Equity Plus,I,401.8745,1.589391,30/10/2023,USD,638.74,0.945309,31/10/2023,EUR,603.81
01/11/2023 14:29:30,01/11/2023 06:39:13,620765,Q500002893,14251223,R33,IM00B28VR184,R33 Schroder Global Equity Yield (EUR),A,9514.9684,1.585554,30/10/2023,EUR,15086.5,1,,EUR,15086.5
01/11/2023 14:29:30,01/11/2023 06:39:13,620765,Q500002893,14251223,R33,IM00B28VR184,R33 Schroder Global Equity Yield (EUR),I,528.4887,1.585554,30/10/2023,EUR,837.95,1,,EUR,837.95
01/11/2023 14:29:30,01/11/2023 06:39:13,620802,Q500002946,14247751,J84,GB0005609796,J84 Fidelity Sustainable Europe Equity,I,873.772,1.474814,30/10/2023,EUR,1288.65,1,,EUR,1288.65
01/11/2023 14:29:30,01/11/2023 06:39:13,620802,Q500002946,14247751,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,600.2982,1.215432,30/10/2023,EUR,729.62,1,,EUR,729.62
01/11/2023 14:29:30,01/11/2023 06:39:13,620802,Q500002946,14247751,L71,IM00BDCL6D63,L71 Fidelity Global Focus (GBP),I,1168.0329,1.246973,30/10/2023,GBP,1456.51,1.146565,31/10/2023,EUR,1669.98
01/11/2023 14:29:30,01/11/2023 06:39:13,620802,Q500002946,14247751,L83,IM00BKWGF776,L83 BlackRock United Kingdom (GBP),I,467.9166,0.903197,30/10/2023,GBP,422.62,1.146565,31/10/2023,EUR,484.56
01/11/2023 14:29:30,01/11/2023 06:39:13,620802,Q500002946,14247751,P58,GB00B0D9Q167,P58 Templeton BRIC,I,463.6304,1.304676,30/10/2023,USD,604.89,0.945309,31/10/2023,EUR,571.81
01/11/2023 14:29:30,01/11/2023 06:39:13,621094,Q500003495,14268241,J84,GB0005609796,J84 Fidelity Sustainable Europe Equity,A,354.5466,1.474814,30/10/2023,EUR,522.89,1,,EUR,522.89
01/11/2023 14:29:30,01/11/2023 06:39:13,621094,Q500003495,14268241,J84,GB0005609796,J84 Fidelity Sustainable Europe Equity,I,3260.9798,1.474814,30/10/2023,EUR,4809.34,1,,EUR,4809.34
01/11/2023 14:29:30,01/11/2023 06:39:13,621094,Q500003495,14268241,J87,GB0008011735,J87 Fidelity Euro Bond Fund,A,534.6676,1.215432,30/10/2023,EUR,649.85,1,,EUR,649.85
01/11/2023 14:29:30,01/11/2023 06:39:13,621094,Q500003495,14268241,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,4392.0023,1.215432,30/10/2023,EUR,5338.18,1,,EUR,5338.18
01/11/2023 14:29:30,01/11/2023 06:39:13,621094,Q500003495,14268241,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,A,198.6436,1.308175,30/10/2023,GBP,259.86,1.146565,31/10/2023,EUR,297.95
01/11/2023 14:29:30,01/11/2023 06:39:13,621094,Q500003495,14268241,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,I,1711.5958,1.308175,30/10/2023,GBP,2239.07,1.146565,31/10/2023,EUR,2567.24
01/11/2023 14:29:30,01/11/2023 06:39:13,621094,Q500003495,14268241,P58,GB00B0D9Q167,P58 Templeton BRIC,A,183.2843,1.304676,30/10/2023,USD,239.13,0.945309,31/10/2023,EUR,226.05
01/11/2023 14:29:30,01/11/2023 06:39:13,621094,Q500003495,14268241,P58,GB00B0D9Q167,P58 Templeton BRIC,I,1937.7895,1.304676,30/10/2023,USD,2528.19,0.945309,31/10/2023,EUR,2389.92
01/11/2023 14:29:30,01/11/2023 06:39:13,621114,Q500003523,14276094,J43,GB0007494338,J43 Ninety One GS Global Multi-Asset Income,I,360.6817,2.069322,30/10/2023,USD,746.37,0.945309,31/10/2023,EUR,705.55
01/11/2023 14:29:30,01/11/2023 06:39:13,621114,Q500003523,14276094,J60,GB0007483885,J60 Templeton Emerging Markets,I,214.6891,1.404706,30/10/2023,USD,301.58,0.945309,31/10/2023,EUR,285.09
01/11/2023 14:29:30,01/11/2023 06:39:13,621114,Q500003523,14276094,J74,GB0005679476,J74 Ninety One GS Global Strategic Equity,I,133.1251,3.49381,30/10/2023,USD,465.11,0.945309,31/10/2023,EUR,439.67
01/11/2023 14:29:30,01/11/2023 06:39:13,621114,Q500003523,14276094,J84,GB0005609796,J84 Fidelity Sustainable Europe Equity,I,407.9953,1.474814,30/10/2023,EUR,601.72,1,,EUR,601.72
01/11/2023 14:29:30,01/11/2023 06:39:13,621114,Q500003523,14276094,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,410.6135,1.215432,30/10/2023,EUR,499.07,1,,EUR,499.07
01/11/2023 14:29:30,01/11/2023 06:39:13,621114,Q500003523,14276094,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,I,270.1308,1.308175,30/10/2023,GBP,353.38,1.146565,31/10/2023,EUR,405.17
01/11/2023 14:29:30,01/11/2023 06:39:13,621114,Q500003523,14276094,P58,GB00B0D9Q167,P58 Templeton BRIC,I,155.9957,1.304676,30/10/2023,USD,203.52,0.945309,31/10/2023,EUR,192.39
01/11/2023 14:29:30,01/11/2023 06:39:13,621114,Q500003523,14276094,P84,GB00B1SS5C98,P84 Schroder Global Cities (GBP),I,123.0035,1.217796,30/10/2023,GBP,149.79,1.146565,31/10/2023,EUR,171.74
01/11/2023 14:29:30,01/11/2023 06:39:13,621388,Q500003998,14285266,J87,GB0008011735,J87 Fidelity Euro Bond Fund,A,31534.2367,1.215432,30/10/2023,EUR,38327.72,1,,EUR,38327.72
01/11/2023 14:29:30,01/11/2023 06:39:13,621388,Q500003998,14285266,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,5435.3672,1.215432,30/10/2023,EUR,6606.32,1,,EUR,6606.32
01/11/2023 14:29:30,01/11/2023 06:39:13,621388,Q500003998,14285266,J96,GB0003178075,J96 abrdn SICAV I Global Innovation Equity (USD),A,56935.8522,0.487155,30/10/2023,USD,27736.59,0.945309,31/10/2023,EUR,26219.65
01/11/2023 14:29:30,01/11/2023 06:39:13,621388,Q500003998,14285266,J96,GB0003178075,J96 abrdn SICAV I Global Innovation Equity (USD),I,9717.2101,0.487155,30/10/2023,USD,4733.79,0.945309,31/10/2023,EUR,4474.89
01/11/2023 14:29:30,01/11/2023 06:39:13,621388,Q500003998,14285266,L46,IM00BQSC0R60,L46 Fidelity Global Dividend,A,35574.7118,1.346378,30/10/2023,USD,47897.01,0.945309,31/10/2023,EUR,45277.47
01/11/2023 14:29:30,01/11/2023 06:39:13,621388,Q500003998,14285266,L46,IM00BQSC0R60,L46 Fidelity Global Dividend,I,6340.6047,1.346378,30/10/2023,USD,8536.85,0.945309,31/10/2023,EUR,8069.96
01/11/2023 14:29:30,01/11/2023 06:39:13,621388,Q500003998,14285266,L87,IM00BMT6LR61,L87 Fundsmith Equity (GBP),A,53624.1153,0.911751,30/10/2023,GBP,48891.84,1.146565,31/10/2023,EUR,56057.67
01/11/2023 14:29:30,01/11/2023 06:39:13,621388,Q500003998,14285266,L87,IM00BMT6LR61,L87 Fundsmith Equity (GBP),I,9552.8328,0.911751,30/10/2023,GBP,8709.8,1.146565,31/10/2023,EUR,9986.35
01/11/2023 14:29:30,01/11/2023 06:39:13,621388,Q500003998,14285266,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,A,33155.3416,1.255825,30/10/2023,EUR,41637.31,1,,EUR,41637.31
01/11/2023 14:29:30,01/11/2023 06:39:13,621388,Q500003998,14285266,P74,IM00B1TRL619,P74 Invesco Euro Corporate Bond,I,5804.5565,1.255825,30/10/2023,EUR,7289.51,1,,EUR,7289.51
01/11/2023 14:29:30,01/11/2023 06:39:13,621708,Q500004541,14300606,J84,GB0005609796,J84 Fidelity Sustainable Europe Equity,I,739.9961,1.474814,30/10/2023,EUR,1091.36,1,,EUR,1091.36
01/11/2023 14:29:30,01/11/2023 06:39:13,621708,Q500004541,14300606,J87,GB0008011735,J87 Fidelity Euro Bond Fund,I,432.292,1.215432,30/10/2023,EUR,525.42,1,,EUR,525.42
01/11/2023 14:29:30,01/11/2023 06:39:13,621708,Q500004541,14300606,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,I,171.5556,1.308175,30/10/2023,GBP,224.42,1.146565,31/10/2023,EUR,257.31
01/11/2023 14:29:30,01/11/2023 06:39:13,621708,Q500004541,14300606,P58,GB00B0D9Q167,P58 Templeton BRIC,I,258.4372,1.304676,30/10/2023,USD,337.18,0.945309,31/10/2023,EUR,318.74
01/11/2023 14:29:30,01/11/2023 06:39:13,621709,Q500004542,14304047,L37,IM00BKS8M093,L37 Schroder Global Multi-Asset Income (GBP HDG),A,66.3996,0.821751,30/10/2023,GBP,54.56,1,,GBP,54.56
01/11/2023 14:29:30,01/11/2023 06:39:13,621709,Q500004542,14304047,L37,IM00BKS8M093,L37 Schroder Global Multi-Asset Income (GBP HDG),I,98.5941,0.821751,30/10/2023,GBP,81.02,1,,GBP,81.02
01/11/2023 14:29:30,01/11/2023 06:39:13,621709,Q500004542,14304047,M65,GB0007577934,M65 Ninety One GS Sterling Money,A,1024.0709,3.119093,30/10/2023,GBP,3194.17,1,,GBP,3194.17
01/11/2023 14:29:30,01/11/2023 06:39:13,621709,Q500004542,14304047,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,A,4460.756,1.308175,30/10/2023,GBP,5835.45,1,,GBP,5835.45
01/11/2023 14:29:30,01/11/2023 06:39:13,621709,Q500004542,14304047,P41,GB00BO2W7688,P41 Ninety One Global Income Opportunities,I,2132.0575,1.308175,30/10/2023,GBP,2789.1,1,,GBP,2789.1
01/11/2023 14:29:30,01/11/2023 06:39:13,621709,Q500004542,14304047,P58,GB00B0D9Q167,P58 Templeton BRIC,A,2311.4857,1.304676,30/10/2023,USD,3015.74,0.82344,31/10/2023,GBP,2483.28
